"PROVINCE","DISTRICT","Cluster","HI04","HI05","TYPEHH","HH_WT","K1A","K1B","K1C","K1D","K2A","K2B","K2C","K2D","K3A","K3B","K3C","K3D","K4A","K4B","K4C","K4D","K5A","K5B","K5C","K5D","K6A","K6B","K6C","K6D","K7A","K7B","K7C","K7D","K8A","K8B","K8C","K8D","K9A","K9B","K9C","K9D","L1A","L2A","L3A","L4A_1","L4A_2","L4A_3","L4A_4","L4A_5","L5A","L6A","L7A","L8A","L9A","L1B","L2B","L3B","L4B_1","L4B_2","L4B_3","L4B_4","L4B_5","L5B","L6B","L7B","L8B","L9B","L1C","L2C","L3C","L4C_1","L4C_2","L4C_3","L4C_4","L4C_5","L5C","L6C","L7C","L8C","L9C","L1D","L2D","L3D","L4D_1","L4D_2","L4D_3","L4D_4","L4D_5","L5D","L6D","L7D","L8D","L9D","L1E","L2E","L3E","L4E_1","L4E_2","L4E_3","L4E_4","L4E_5","L5E","L6E","L7E","L8E","L9E","hhid","camp","ref_weight"
5,55,301,2,1,2,,,,,,,,0,,,,0,,,,0,,,,0,,,,60,,,,120,,,,30,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,0,0,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,580100105,3,106.034248352051
5,55,301,2,2,2,,,,,,60,0,,,20,30,,,30,30,,,0,0,,,120,30,,,0,30,,,120,30,,,120,30,,,1,1,0,,,,,,0,0,0,,0,0,,,,,,,,0,0,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,0,0,0,0,0,0,0,,0,580100205,3,106.034248352051
5,55,301,2,3,2,,,,,,60,60,0,,30,60,60,,0,60,60,,0,0,0,,60,30,60,,240,30,0,,60,30,60,,30,60,60,,0,,0,,,,,,0,0,0,,1,1,1,1,0,0,0,0,0,1,1,0,,0,0,,,,,,,,0,0,0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,580100305,3,106.034248352051
5,55,301,2,4,2,,,,,,,,30,,,,0,,,,0,,,,180,,,,30,,,,60,,,,60,,,,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,0,0,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,580100405,3,106.034248352051
5,55,301,2,5,2,,,,,,60,30,,,10,0,,,0,60,,,0,0,,,60,30,,,30,60,,,0,0,,,60,30,,,0,,0,,,,,,0,0,0,,0,0,,,,,,,,0,0,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,0,0,0,,0,580100505,3,106.034248352051
5,55,301,2,6,2,,,,,,60,60,,0,60,30,,30,0,30,,60,0,0,,0,30,30,,30,0,60,,60,0,0,,0,0,0,,0,0,,0,,,,,,1,0,0,,0,0,,,,,,,,0,0,0,,0,,,,,,,,,,,,,,0,,,,,,,,0,0,0,,0,0,,,,,,,,0,0,0,,0,580100605,3,106.034248352051
5,55,301,2,7,2,,,,,,,,120,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,0,0,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,580100705,3,106.034248352051
5,55,301,2,8,2,,,,,,120,0,0,,60,30,0,,0,0,0,,0,0,0,,30,60,30,,0,60,0,,0,0,0,,0,0,0,,0,,0,,,,,,0,0,0,,0,0,,,,,,,,0,0,0,,0,0,,,,,,,,0,0,0,,0,,,,,,,,,,,,,,0,,,,,,,,0,0,0,,0,580100805,3,106.034248352051
5,55,301,2,9,2,,,,,,120,0,0,,60,30,60,,0,30,60,,0,0,0,,60,60,60,,0,60,0,,0,0,0,,0,0,0,,0,,0,,,,,,0,0,0,,0,0,,,,,,,,0,0,0,,0,0,,,,,,,,0,0,0,,0,,,,,,,,,,,,,,0,,,,,,,,0,0,0,,0,580100905,3,106.034248352051
5,55,301,2,10,2,,,,,,30,0,0,,60,0,30,,0,60,30,,0,0,0,,60,60,60,,0,60,0,,0,0,0,,0,0,0,,1,1,0,,,,,,0,0,0,,0,0,,,,,,,,0,0,0,,0,0,,,,,,,,0,0,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,580101005,3,106.034248352051
5,55,301,2,11,2,,,,,,10,0,0,,30,0,60,,30,0,0,,0,0,400,,120,180,180,,60,60,0,,0,0,60,,120,120,180,,0,,0,,,,,,0,0,0,,0,1,1,0,,,,,,0,0,0,,0,0,,,,,,,,0,0,0,,0,,,,,,,,,,,,,,0,,,,,,,,0,0,0,,0,580101105,3,106.034248352051
5,55,301,2,12,2,,,,,,122,,0,,240,,60,,0,,0,,0,,720,,180,,30,,0,,0,,45,,45,,60,,60,,0,,0,,,,,,1,0,0,,0,,,,,,,,,,,,,,0,,,,,,,,0,0,0,,0,,,,,,,,,,,,,,0,,,,,,,,0,0,0,,0,580101205,3,106.034248352051
5,55,301,2,13,2,,,,,,,,60,,,,0,,,,0,,,,720,,,,180,,,,0,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,0,0,0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,580101305,3,106.034248352051
5,55,301,2,14,2,,,,,,64,64,0,0,120,180,60,180,120,60,120,60,0,0,0,0,60,120,360,120,60,30,60,30,0,0,0,0,0,0,0,0,0,,0,,,,,,0,0,0,,0,0,,,,,,,,0,0,0,,0,0,,,,,,,,0,0,0,,0,0,,,,,,,,0,0,0,,0,0,,,,,,,,0,0,0,,0,580101405,3,106.034248352051
5,55,301,2,15,2,,,,,,30,0,0,0,10,30,15,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,,,,0,0,0,,0,0,,,,,,,,0,0,0,,0,0,,,,,,,,0,0,0,,0,0,,,,,,,,0,0,0,,0,0,,,,,,,,0,0,0,,0,580101505,3,106.034248352051
5,55,301,2,16,2,,,,,,30,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,30,0,30,0,0,0,0,0,0,0,0,0,0,0,,0,,,,,,0,0,0,,0,0,,,,,,,,0,0,0,,0,0,,,,,,,,0,0,0,,0,0,,,,,,,,0,0,0,,0,0,,,,,,,,0,0,0,,0,580101605,3,106.034248352051
5,55,301,2,17,2,,,,,,15,0,0,,0,0,60,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,,0,,,,,,0,0,0,,0,0,,,,,,,,0,0,0,,0,0,,,,,,,,0,0,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,580101705,3,106.034248352051
5,55,301,2,18,2,,,,,,30,0,,0,20,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,,0,,,,,,0,0,0,,0,0,,,,,,,,0,0,0,,0,,,,,,,,,,,,,,0,,,,,,,,0,0,0,,0,,,,,,,,,,,,,,580101805,3,106.034248352051
5,55,302,2,1,2,,,,,,40,0,0,,30,0,0,,30,0,0,,0,0,0,,0,0,0,,0,0,0,,40,0,0,,0,0,0,,0,,0,,,,,,0,0,0,,0,1,1,1,1,0,0,0,0,0,0,0,,0,0,,,,,,,,0,0,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,580200105,3,106.034248352051
5,55,302,2,2,2,,,,,,40,40,40,,30,0,0,,0,35,0,,0,0,0,,30,120,0,,0,0,0,,0,0,0,,0,0,0,,0,,0,,,,,,0,0,0,,0,1,1,1,1,0,0,0,0,0,0,0,,0,1,1,1,0,0,0,0,0,1,1,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,580200205,3,106.034248352051
5,55,302,2,3,2,,,,,,60,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,,,,,,0,0,0,,0,,,,,,,,,,,,,,0,,,,,,,,0,0,0,,0,0,,,,,,,,0,0,0,,0,0,,,,,,,,0,0,0,,0,580200305,3,106.034248352051
5,55,302,2,4,2,,,,,,60,0,0,,120,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,,0,,,,,,0,0,0,,0,0,,,,,,,,0,0,0,,0,0,,,,,,,,0,0,0,,0,,,,,,,,,,,,,,0,,,,,,,,0,0,0,,0,580200405,3,106.034248352051
5,55,302,2,5,2,,,,,,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,,,,0,0,0,,0,0,,,,,,,,0,0,0,,0,0,,,,,,,,0,0,0,,0,0,,,,,,,,0,0,0,,0,0,,,,,,,,0,0,0,,0,580200505,3,106.034248352051
5,55,302,2,6,2,,,,,,35,30,30,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,360,0,0,0,0,0,0,0,0,0,,0,,,,,,0,0,0,,0,0,,,,,,,,0,0,0,,0,0,,,,,,,,0,0,0,,0,0,,,,,,,,0,0,0,,0,,,,,,,,,,,,,,580200605,3,106.034248352051
5,55,302,2,7,2,,,,,,45,,40,0,20,,25,0,0,,0,0,0,,300,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,,,,,,0,0,0,,0,,,,,,,,,,,,,,0,,,,,,,,0,0,0,,0,0,,,,,,,,0,0,0,,0,,,,,,,,,,,,,,580200705,3,106.034248352051
5,55,302,2,8,2,,,,,,60,,0,,300,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,,,0,0,0,,0,,,,,,,,,,,,,,0,,,,,,,,0,0,0,,0,,,,,,,,,,,,,,0,,,,,,,,0,0,0,,0,580200805,3,106.034248352051
5,55,302,2,9,2,,,,,,60,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,0,,,,,,0,0,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,0,0,0,,0,580200905,3,106.034248352051
5,55,302,2,10,2,,,,,,60,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,0,,,,,,0,0,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,580201005,3,106.034248352051
5,55,302,2,11,2,,,,,,30,30,0,0,45,0,25,30,30,0,30,0,0,0,0,0,0,0,30,120,0,0,30,0,0,0,0,0,0,0,0,0,0,,0,,,,,,0,0,0,,0,2,0,0,,,,,,0,0,0,,0,0,,,,,,,,0,0,0,,0,0,,,,,,,,0,0,0,,0,0,,,,,,,,0,0,0,,0,580201105,3,106.034248352051
5,55,302,2,12,2,,,,,,40,25,15,0,35,0,30,0,0,0,20,0,0,0,300,0,0,0,120,120,0,0,0,0,0,0,0,0,0,0,35,35,0,,0,,,,,,0,0,0,,0,0,,,,,,,,0,0,0,,0,0,,,,,,,,0,0,0,,0,0,,,2,2,0,0,0,0,0,0,,0,0,,,,,,,,0,0,0,,0,580201205,3,106.034248352051
5,55,302,2,13,2,,,,,,60,60,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,,0,,,,,,0,0,0,,0,0,,,,,,,,0,0,0,,0,0,,,,,,,,0,0,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,580201305,3,106.034248352051
5,55,302,2,14,2,,,,,,,,60,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,0,0,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,580201405,3,106.034248352051
5,55,302,2,15,2,,,,,,120,0,0,15,0,35,35,0,60,0,0,0,0,0,0,0,120,120,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,,,,0,0,0,,0,1,1,1,0,0,0,0,0,0,0,0,,0,0,,,,,,,,0,0,0,,0,0,,,,,,,,0,0,0,,0,,,,,,,,,,,,,,580201505,3,106.034248352051
5,55,302,2,16,2,,,,,,10,0,0,0,60,120,240,240,60,30,30,30,400,0,0,0,60,60,240,120,180,120,60,120,0,0,0,0,0,0,0,0,0,,0,,,,,,1,0,0,,0,1,1,1,0,0,0,0,0,0,0,0,,0,0,,,,,,,,0,0,0,,0,0,,,,,,,,0,0,0,,0,0,,,,,,,,0,0,0,,0,580201605,3,106.034248352051
5,55,302,2,17,2,,,,,,60,,0,0,30,,0,60,0,,0,60,600,,0,0,30,,0,60,0,,0,60,0,,0,0,0,,0,0,1,0,0,,,,,,1,0,0,,0,,,,,,,,,,,,,,0,,,,,,,,0,0,0,,0,0,,,,,,,,0,0,0,,0,0,,,,,,,,0,0,0,,0,580201705,3,106.034248352051
5,55,302,2,18,2,,,,,,25,0,30,,30,0,30,,30,0,30,,0,0,0,,0,0,120,,120,45,0,,0,60,35,,20,40,35,,0,,0,,,,,,0,0,0,,0,0,,,,,,,,0,0,0,,0,0,,,,,,,,1,1,0,,0,,,,,,,,,,,,,,0,,,,,,,,0,0,0,,0,580201805,3,106.034248352051
5,55,303,2,1,2,,,,,,120,60,,0,60,60,,0,0,60,,0,0,0,,0,30,60,,0,0,60,,0,0,0,,0,0,0,,0,0,,0,,,,,,1,0,0,,0,0,,,,,,,,1,0,0,,0,,,,,,,,,,,,,,0,,,,,,,,0,0,0,,0,0,,,,,,,,0,0,0,,0,580300105,3,106.034248352051
5,55,303,2,2,2,,,,,,180,,120,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,,,1,0,0,,0,,,,,,,,,,,,,,0,,,,,,,,0,0,0,,0,,,,,,,,,,,,,,0,,,,,,,,0,0,0,,0,580300205,3,106.034248352051
5,55,303,2,3,2,,,,,,120,0,0,0,60,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,,,,0,0,0,,0,0,,,,,,,,0,0,0,,0,0,,,,,,,,0,0,0,,0,0,,,,,,,,0,0,0,,0,0,,,,,,,,0,0,0,,0,580300305,3,106.034248352051
5,55,303,2,4,2,,,,,,120,,0,0,60,,0,60,0,,0,0,0,,0,0,0,,0,60,0,,0,60,0,,0,0,0,,0,0,0,,0,,,,,,0,0,0,,0,,,,,,,,,,,,,,0,,,,,,,,0,0,0,,0,0,,,,,,,,0,0,0,,0,,,,,,,,,,,,,,580300405,3,106.034248352051
5,55,303,2,5,2,,,,,,60,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,0,,,,,,0,0,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,580300505,3,106.034248352051
5,55,303,2,6,2,,,,,,130,0,,0,60,0,,0,0,30,,30,0,0,,0,0,0,,30,0,60,,60,0,0,,0,0,0,,0,0,,0,,,,,,1,0,0,,1,0,,,,,,,,0,0,0,,0,,,,,,,,,,,,,,0,,,,,,,,0,0,0,,0,0,,,,,,,,0,0,0,,0,580300605,3,106.034248352051
5,55,303,2,7,2,,,,,,120,,,,0,,,,0,,,,0,,,,60,,,,0,,,,0,,,,0,,,,1,0,0,,,,,,1,0,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,580300705,3,106.034248352051
5,55,303,2,8,2,,,,,,60,,0,60,30,,30,0,0,,0,0,540,,0,0,0,,120,120,0,,0,60,0,,0,0,0,,0,0,0,,0,,,,,,0,0,0,,0,,,,,,,,,,,,,,0,,,,,,,,0,0,0,,0,0,,,,,,,,0,0,0,,0,0,,,,,,,,0,0,0,,0,580300805,3,106.034248352051
5,55,303,2,9,2,,,,,,30,,0,,240,,180,,0,,0,,540,,540,,120,,180,,0,,0,,0,,0,,0,,0,,0,,0,,,,,,1,0,0,,0,,,,,,,,,,,,,,0,,,,,,,,0,0,0,,0,,,,,,,,,,,,,,1,1,0,,,,,,0,0,0,,0,580300905,3,106.034248352051
5,55,303,2,10,2,,,,,,60,,60,0,30,,20,30,120,,20,30,600,,600,0,0,,120,30,60,,360,120,30,,30,0,0,,60,30,1,1,0,,,,,,1,0,0,,0,,,,,,,,,,,,,,1,0,0,,,,,,0,0,0,,0,1,0,0,,,,,,1,0,0,,0,1,1,1,1,0,0,0,0,0,0,0,,0,580301005,3,106.034248352051
5,55,303,2,11,2,,,,,,20,0,0,30,30,0,0,30,30,0,0,60,0,0,0,0,60,30,0,30,30,60,0,60,60,0,0,30,30,30,30,60,1,1,0,,,,,,1,0,0,,0,0,,,,,,,,0,0,0,,0,0,,,,,,,,0,0,0,,0,0,,,,,,,,1,0,0,,0,1,1,1,1,0,0,0,0,0,0,0,,0,580301105,3,106.034248352051
5,55,303,2,12,2,,,,,,60,30,30,60,20,60,60,30,30,60,30,60,0,0,420,0,30,30,60,60,240,30,60,30,30,60,30,30,30,60,60,60,0,,0,,,,,,0,0,0,,0,0,,,,,,,,1,1,1,0,0,1,1,0,,,,,,0,0,0,,1,0,,,,,,,,0,0,0,,0,0,,,,,,,,1,0,0,,0,580301205,3,106.034248352051
5,55,303,2,13,2,,,,,,120,0,60,,60,60,120,,0,30,60,,180,0,240,,60,60,120,,30,30,60,,0,0,360,,0,0,0,,1,0,0,,,,,,0,0,0,,0,1,1,0,,,,,,0,0,0,,0,0,,,,,,,,0,0,0,,1,,,,,,,,,,,,,,1,1,1,0,0,0,0,0,1,1,0,,0,580301305,3,106.034248352051
5,55,303,2,14,2,,,,,,25,0,,0,120,30,,30,30,60,,30,0,0,,0,120,30,,30,180,30,,30,0,0,,0,0,0,,0,0,,0,,,,,,1,1,0,,0,1,1,0,,,,,,0,0,0,,0,,,,,,,,,,,,,,1,0,0,,,,,,0,0,0,,0,,,,,,,,,,,,,,580301405,3,106.034248352051
5,55,303,2,15,2,,,,,,20,20,20,20,30,60,60,60,0,60,0,60,0,0,0,0,60,30,60,60,0,30,60,60,0,0,0,0,0,0,0,0,0,,0,,,,,,1,1,0,,0,1,1,1,1,0,1,0,0,1,1,1,0,0,0,,,,,,,,0,0,0,,0,0,,,,,,,,0,0,0,,0,1,1,1,1,0,1,0,0,0,0,0,,0,580301505,3,106.034248352051
5,55,303,2,16,2,,,,,,60,,,,0,,,,0,,,,0,,,,60,,,,0,,,,0,,,,0,,,,1,1,0,,,,,,0,0,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,580301605,3,106.034248352051
5,55,303,2,17,2,,,,,,60,,0,0,60,,0,0,0,,0,0,480,,720,0,120,,120,120,120,,240,60,120,,120,0,120,,120,120,0,,0,,,,,,1,0,0,,0,,,,,,,,,,,,,,0,,,,,,,,0,0,0,,1,0,,,,,,,,0,0,0,,0,,,,,,,,,,,,,,580301705,3,106.034248352051
5,55,303,2,18,2,,,,,,30,,0,,0,,0,,0,,0,,0,,0,,300,,12,,180,,300,,0,,45,,0,,0,,0,,0,,,,,,2,0,0,,0,,,,,,,,,,,,,,0,,,,,,,,2,0,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,580301805,3,106.034248352051
5,55,304,2,1,2,,,,,,,0,30,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,,,,,,,,,,,,,0,,,,,,,,0,0,0,,0,0,,,,,,,,0,0,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,580400105,3,106.034248352051
5,55,304,2,2,2,,,,,,60,,0,,300,,240,,0,,0,,0,,600,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,,,0,0,0,,0,,,,,,,,,,,,,,0,,,,,,,,0,0,0,,0,,,,,,,,,,,,,,0,,,,,,,,0,0,0,,0,580400205,3,106.034248352051
5,55,304,2,3,2,,,,,,30,0,0,0,300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,,,,0,0,0,,0,0,,,,,,,,0,0,0,,0,0,,,,,,,,0,0,0,,0,0,,,,,,,,0,0,0,,0,0,,,,,,,,0,0,0,,0,580400305,3,106.034248352051
5,55,304,2,4,2,,,,,,60,,0,0,120,,120,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,,,,,,0,0,0,,0,,,,,,,,,,,,,,0,,,,,,,,0,0,0,,0,0,,,,,,,,0,0,0,,0,0,,,,,,,,0,0,0,,0,580400405,3,106.034248352051
5,55,304,2,5,2,,,,,,30,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,,0,,,,,,0,0,0,,0,0,,,,,,,,0,0,0,,0,0,,,,,,,,0,0,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,580400505,3,106.034248352051
5,55,304,2,6,2,,,,,,,,30,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,0,0,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,580400605,3,106.034248352051
5,55,304,2,7,2,,,,,,120,0,0,0,60,0,20,0,50,0,50,0,0,0,0,0,0,0,0,0,30,0,180,0,0,0,0,0,0,0,0,0,0,,0,,,,,,0,0,0,,0,0,,,,,,,,0,0,0,,0,0,,,,,,,,0,0,0,,0,0,,,,,,,,0,0,0,,0,0,,,,,,,,0,0,0,,0,580400705,3,106.034248352051
5,55,304,2,8,2,,,,,,15,0,0,0,20,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,,,,0,0,0,,0,0,,,,,,,,0,0,0,,0,0,,,,,,,,0,0,0,,0,0,,,,,,,,0,0,0,,0,0,,,,,,,,0,0,0,,0,580400805,3,106.034248352051
5,55,304,2,9,2,,,,,,60,0,0,,10,0,15,,120,0,0,,0,0,240,,0,30,0,,30,40,0,,0,0,0,,0,0,0,,0,,0,,,,,,0,0,0,,0,0,,,,,,,,0,0,0,,0,0,,,,,,,,0,0,0,,0,,,,,,,,,,,,,,0,,,,,,,,0,0,0,,0,580400905,3,106.034248352051
5,55,304,2,10,2,,,,,,15,15,0,0,30,30,20,0,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,,,,0,0,0,,0,0,,,,,,,,0,0,0,,0,0,,,,,,,,0,0,0,,0,0,,,,,,,,0,0,0,,0,0,,,,,,,,0,0,0,,0,580401005,3,106.034248352051
5,55,304,2,11,2,,,,,,40,15,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,,,,0,0,0,,0,0,,,,,,,,0,0,0,,0,0,,,,,,,,0,0,0,,0,0,,,,,,,,0,0,0,,0,0,,,,,,,,0,0,0,,0,580401105,3,106.034248352051
5,55,304,2,12,2,,,,,,90,,0,0,10,,15,0,60,,15,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,,,,,,0,0,0,,0,,,,,,,,,,,,,,0,,,,,,,,0,0,0,,0,0,,,,,,,,0,0,0,,0,0,,,,,,,,0,0,0,,0,580401205,3,106.034248352051
5,55,304,2,13,2,,,,,,10,,30,30,40,,40,0,0,,0,0,300,,0,0,60,,0,60,60,,30,120,0,,0,0,0,,0,0,1,1,1,1,0,0,0,0,0,0,0,,0,,,,,,,,,,,,,,0,,,,,,,,0,0,0,,0,1,1,0,,,,,,0,0,0,,0,,,,,,,,,,,,,,580401305,3,106.034248352051
5,55,304,2,14,2,,,,,,50,,50,,120,,0,,0,,0,,300,,360,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,,,1,0,0,,0,,,,,,,,,,,,,,0,,,,,,,,0,0,0,,0,,,,,,,,,,,,,,0,,,,,,,,0,0,0,,0,580401405,3,106.034248352051
5,55,304,2,15,2,,,,,,40,,30,10,30,,30,30,40,,40,40,300,,0,0,0,,25,60,35,,35,0,0,,0,0,0,,0,0,0,,0,,,,,,0,0,0,,0,,,,,,,,,,,,,,0,,,,,,,,0,0,0,,0,0,,,,,,,,0,0,0,,0,0,,,,,,,,0,0,0,,0,580401505,3,106.034248352051
5,55,304,2,16,2,,,,,,35,,35,25,30,,20,0,0,,0,0,300,,300,0,60,,25,120,60,,0,0,0,,0,0,0,,0,0,1,1,1,0,0,0,0,0,1,0,0,,0,,,,,,,,,,,,,,1,1,0,,,,,,0,0,0,,0,0,,,,,,,,0,0,0,,0,1,1,1,0,0,0,0,0,0,0,0,,0,580401605,3,106.034248352051
5,55,304,2,17,2,,,,,,30,30,,30,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,,0,,,,,,0,0,0,,0,0,,,,,,,,0,0,0,,0,,,,,,,,,,,,,,0,,,,,,,,0,0,0,,0,0,,,,,,,,0,0,0,,0,580401705,3,106.034248352051
5,55,304,2,18,2,,,,,,45,,35,0,30,,35,0,0,,0,0,300,,540,0,32,,30,60,0,,0,0,30,,30,30,30,,30,0,1,1,0,,,,,,0,0,1,0,0,,,,,,,,,,,,,,0,,,,,,,,0,0,0,,0,0,,,,,,,,0,0,0,,0,0,,,,,,,,0,0,0,,0,580401805,3,106.034248352051
5,55,305,2,1,2,,,,,,60,,,,180,,,,0,,,,600,,,,180,,,,0,,,,0,,,,0,,,,0,,0,,,,,,1,0,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,580500105,3,106.034248352051
5,55,305,2,4,2,,,,,,60,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,,,1,0,0,,0,,,,,,,,,,,,,,0,,,,,,,,1,0,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,580500405,3,106.034248352051
5,55,305,2,6,2,,,,,,120,30,60,0,60,30,60,30,30,30,60,30,0,0,0,0,0,0,0,60,0,60,0,60,0,0,0,0,0,0,0,0,0,,0,,,,,,0,0,0,,0,0,,,,,,,,0,0,0,,0,0,,,,,,,,0,0,0,,0,0,,,,,,,,0,0,0,,0,0,,,,,,,,0,0,0,,0,580500605,3,106.034248352051
5,55,305,2,7,2,,,,,,,0,120,,,0,60,,,0,60,,,0,0,,,0,30,,,60,0,,,0,0,,,0,0,,,,,,,,,,,,,,,0,,,,,,,,0,0,0,,0,0,,,,,,,,0,0,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,580500705,3,106.034248352051
5,55,305,2,8,2,,,,,,60,0,,0,60,60,,0,60,60,,30,0,0,,0,0,0,,0,0,60,,60,0,0,,0,0,0,,0,0,,0,,,,,,0,0,0,,0,0,,,,,,,,0,0,0,,0,,,,,,,,,,,,,,0,,,,,,,,0,0,0,,0,0,,,,,,,,0,0,0,,0,580500805,3,106.034248352051
5,55,305,2,9,2,,,,,,120,60,30,0,60,30,60,30,0,60,60,30,0,0,0,0,0,60,60,60,0,60,0,60,0,0,0,0,0,0,0,0,0,,0,,,,,,0,0,0,,0,0,,,,,,,,0,0,0,,0,0,,,,,,,,0,0,0,,0,0,,,,,,,,0,0,0,,0,0,,,,,,,,0,0,0,,0,580500905,3,106.034248352051
5,55,305,2,10,2,,,,,,60,0,60,0,30,0,120,30,0,0,0,0,0,0,0,0,50,60,120,360,0,45,0,50,60,0,60,30,0,0,0,0,0,,0,,,,,,0,0,0,,0,0,,,,,,,,0,0,0,,0,0,,,,,,,,1,1,0,,0,0,,,,,,,,0,0,0,,0,0,,,,,,,,0,0,0,,0,580501005,3,106.034248352051
