"Cluster","HL_ID","CI01","CI02","CI06","CI07","CI08","HL_B01","HL_B02","HL_B04","HL_B05","HL_B06","HL_B07","HL_B08","HL_B11","HL_B12","HL_B13","HL_B14A","HL_B14B","HL_B15A","HL_B15","HL_B16A","HL_B16B","HL_B17A","HL_B17B","HL_B18","HL_B19","HL_B20","HL_B21","HL_B22","HL_B23","HL_B24","HL_B25","HL_B26","HL_B26_UNITY","HL_B27","HL_B28A","HL_B28B","HL_B29","HL_B30","HL_B31A","HL_B31B","HL_B32","HL_B33_1","HL_B33_2","HL_B33_3","HL_B34","HL_B35","HL_B36","HL_B37","HL_B38","HL_B39","HL_B40","HL_B41","HL_B42","HL_B43","HL_B44","HL_B45","HL_B46","HL_B47","HL_B48","HL_B49","HL_B50","HL_B51","HL_B52A","HL_B52B","HL_B53","HL_B54","HL_B55","HL_B56","HL_B57","HL_B58","HL_B59","HL_B60","HL_B61A","HL_B61B","HL_B61C","HL_B61D","HL_B62A","HL_B62B","HL_B62C","HL_B62D","HL_B63A","HL_B63B","HL_B63C","HL_B63D","HL_B64A","HL_B64B","HL_B64C","HL_B64D","HL_B65A","HL_B65B","HL_B65C","HL_B65D","HL_B66A","HL_B66B","HL_B66C","HL_B66D","HL_B67A","HL_B67B","HL_B67C","HL_B67D","HL_B68A","HL_B68B","HL_B68C","HL_B68D","HL_B69A","HL_B69B","HL_B69C","HL_B69D","HL_B70A","HL_B70B","HL_B70C","HL_B70D","HL_B71A","HL_B71B","HL_B71C","HL_B71D","HL_B72A","HL_B72B","HL_B72C","HL_B72D","HL_B73A","HL_B73B","HL_B73C","HL_B73D","HL_B74A","HL_B74B","HL_B74C","HL_B74D","HL_B75A","HL_B75B","HL_B75C","HL_B75D","HL_B76A","HL_B76B","HL_B76C","HL_B76D","HL_B77A","HL_B77B","HL_B77C","HL_B77D","HL_B78A","HL_B78B","HL_B78C","HL_B78D","HL_B79A","HL_B79B","HL_B79C","HL_B79D","HL_B80A","HL_B80B","HL_B80C","HL_B80D","HL_B81A","HL_B81B","HL_B81C","HL_B81D","HL_B82A","HL_B82B","HL_B82C","HL_B82D","HL_B83A","HL_B83B","HL_B83C","HL_B83D","HL_B84A","HL_B84B","HL_B84C","HL_B84D","HL_B85A","HL_B85B","HL_B85C","HL_B85D","HL_B86A","HL_B86B","HL_B86C","HL_B86D","HL_B87A","HL_B87B","HL_B87C","HL_B87D","HL_B88A","HL_B88B","HL_B88C","HL_B88D","HL_B89A","HL_B89B","HL_B89C","HL_B89D","HL_B90A","HL_B90B","HL_B90C","HL_B90D","HL_B91A","HL_B91B","HL_B91C","HL_B91D","HL_B92A","HL_B92B","HL_B92C","HL_B92D","HL_B93A","HL_B93B","HL_B93C","HL_B93D","HL_B94_01","HL_B94_02","HL_B94_03","HL_B94_04","HL_B94_05","HL_B94_06","HL_B94_07","HL_B94_08","HL_B94_09","HL_B94_10","HL_B94_11","HL_B94_12","HL_B94_13","HL_B94_14","HL_B94_15","HL_B94_16","HL_B94_17","HL_B94_18","HL_B94_19","HL_B94_20","HL_B94_21","HL_B94_22","HL_B94_23","HL_B94_24","HL_B94_25","HL_B94_26","HL_B94_27","HL_B94_28","HL_B94_29","HL_B94_30","HL_B94_31","HL_B94_32","HL_B94_33","HL_B95","HL_B95_OTHER","HL_B96","HL_B97","Basicweight"
194,89,3,6,2,3,1,"15:31","15/06/2022",2,6,3,1,,1,3,29,150,52,12,1,,,,,1,,1,23,1,2,1,3,20,2,0,1,249990,2,249990,300,1,0,,,,,,,,,,,,,,,,,,,,,,0,,0,0,,,,0,,3,0,,,,1,20,1,0,0,,,,1,10,1,0,0,,,,0,,,,1,7,1,0,1,1,1,0,1,1,1,0,0,,,,0,,,,0,,,,1,2,1,0,0,,,,0,,,,0,,,,0,,,,1,4,2,0,1,1,1,0,0,,,,1,2,1,0,0,,,,1,1,1,0,1,1,1,0,1,2,1,0,0,,,,1,1,1,0,0,,,,0,,,,0,,,,0,,,,1,1,2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,," ",1,"16:11",159.81208
195,90,3,7,2,3,1,"15:57","22/06/2022",1,6,4,5,,1,1,28,80,35,12,1,,,,,1,,1,24,0,,1,5,30,2,0,1,600000,2,600000,287,1,1,,,,,,,,,,,,,,,,,,,,,,0,,1,0,,,,0,,3,0,,,,1,20,1,0,0,,,,0,,,,1,1,1,0,0,,,,1,18,1,0,1,3,1,0,1,5,1,0,0,,,,0,,,,0,,,,1,2,1,0,0,,,,0,,,,0,,,,0,,,,1,2,2,0,0,,,,1,1,1,0,1,2,1,0,1,1,1,0,0,,,,1,1,1,0,1,1,1,0,1,1,1,0,1,1,2,0,0,,,,0,,,,1,1,1,0,0,,,,1,1,2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,," ",1,"16:48",79.1392834437086
196,91,3,7,2,3,1,"12:48","21/06/2022",1,6,4,5,,1,1,17,50,10,12,1,,,,,1,,1,24,0,,1,2,5,2,0,1,450000,1,1500000,307,1,1,,,,,,,,,,,,,,,,,,,,,,0,,0,0,,,,0,,2,0,,,,1,3,1,0,0,,,,1,20,1,0,0,,,,0,,,,1,7,1,0,1,1,1,0,1,2,1,0,0,,,,0,,,,0,,,,1,2,1,0,0,,,,0,,,,1,10,1,0,0,,,,1,3,3,0,0,,,,0,,,,1,1,1,0,1,1,1,0,1,2,1,0,0,,,,1,2,2,0,0,,,,1,1,1,0,1,10,3,0,0,,,,0,,,,0,,,,1,1,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,," ",1,"13:15",266.5758
197,92,3,7,2,3,1,"14:11","21/06/2022",1,3,6,555,,1,1,30,70,24,12,1,,,,,1,,1,24,1,1,1,1,1,1,0,1,249990,1,450000,307,1,1,,,,,,,,,,,,,,,,,,,,,,0,,1,0,,,,0,,7,0,,,,1,3,1,0,0,,,,1,40,1,0,0,,,,0,,,,1,14,1,0,1,2,1,0,1,6,1,0,0,,,,0,,,,0,,,,1,2,1,0,0,,,,0,,,,1,25,1,0,0,,,,1,3,3,0,1,1,1,0,0,,,,1,2,1,0,1,1,1,0,1,2,1,0,0,,,,1,5,1,0,0,,,,1,5,2,0,1,88,3,0,1,2,3,0,1,1,1,0,0,,,,1,3,1,0,1,2,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,," ",1,"14:46",159.770092307692
198,93,3,7,2,3,1,"13:35","20/06/2022",1,6,3,1,,1,1,20,30,20,12,1,,,,,1,,1,24,1,2,1,1,1,1,0,1,198000,1,150000,307,1,1,,,,,,,,,,,,,,,,,,,,,,0,,0,0,,,,0,,7,0,,,,0,,,,0,,,,1,20,1,0,1,1,1,0,0,,,,1,12,1,0,1,3,1,0,1,2,1,0,0,,,,0,,,,0,,,,1,2,1,0,0,,,,0,,,,1,30,1,0,0,,,,1,4,3,0,1,1,1,0,0,,,,1,2,1,0,1,1,1,0,1,2,1,0,1,1,1,0,1,1,1,0,0,,,,1,1,1,0,0,,,,0,,,,0,,,,0,,,,1,3,888,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,," ",1,"14:10",134.400469090909
199,94,4,1,2,3,1,"16:14","06/06/2022",2,4,20,1,,1,1,23,70,12,12,0,700,1200,1200,1700,1,,1,11,0,,1,1,15,2,0,1,1200000,1,300000,220,1,0,,,,,,,,,,,,,,,,,,,,,,0,,0,0,,,,1,3,7,1,25,888,0,0,,,,0,,,,0,,,,1,1,3,0,0,,,,1,6,888,0,1,2,1,0,1,3,1,0,0,,,,0,,,,0,,,,1,2,2,0,0,,,,0,,,,1,18,2,0,0,,,,1,8,888,0,1,1,888,0,0,,,,1,2,1,0,1,1,2,0,0,,,,0,,,,1,3,2,0,1,1,1,0,1,1,2,0,0,,,,0,,,,0,,,,0,,,,1,3,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,," ",1,"17:02",185.23665
200,95,4,1,2,3,1,"10:20","07/06/2022",2,6,4,1,,1,1,19,50,13,12,1,,,,,1,,1,24,1,1,1,1,30,2,0,1,300000,1,300000,250,1,0,,,,,,,,,,,,,,,,,,,,,,0,,0,0,,,,1,4,2,1,20,1,1,1,10,3,1,0,,,,0,,,,0,,,,0,,,,1,6,3,0,1,2,888,0,1,4,1,0,0,,,,0,,,,0,,,,1,3,1,0,0,,,,0,,,,1,30,1,0,0,,,,1,6,888,0,0,,,,0,,,,1,1,1,0,1,1,1,0,1,2,1,0,0,,,,1,3,2,0,0,,,,1,2,1,0,1,1,1,0,0,,,,0,,,,0,,,,1,1,1,0,1,1,1,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,555,"Replacement",1,"10:44",76.3218756302521
201,96,4,1,2,3,1,"18:35","06/06/2022",1,6,4,4,,1,1,26,90,30,12,1,,,,,1,,1,22,1,3,1,5,30,2,0,1,450000,1,600000,300,1,1,,,,,,,,,,,,,,,,,,,,,,0,,0,0,,,,1,3,3,0,,,,1,4,1,0,0,,,,1,98,1,0,1,1,2,0,0,,,,1,15,2,1,1,3,2,1,0,,,,0,,,,0,,,,0,,,,1,3,2,0,0,,,,0,,,,0,,,,0,,,,1,3,2,0,0,,,,0,,,,1,2,2,1,0,,,,1,1,2,0,0,,,,0,,,,0,,,,1,1,2,0,0,,,,0,,,,0,,,,0,,,,1,1,888,0,0,,,,,,,,,,1,1,,,,,,,,,,,,,1,,,,,,,,,,,,,555,"donation",1,"17:02",65.0943448275862
202,97,4,1,1,3,1,"12:05","07/06/2022",1,6,2,2,,1,1,33,180,21,12,1,,,,,1,,1,23,1,1,1,1,1,1,0,1,150000,1,180000,300,1,0,,,1,,,,,,,,,,,,,,,,,,,0,,0,0,,,,1,3,7,1,70,1,1,0,,,,0,,,,0,,,,1,1,1,0,0,,,,1,8,1,0,1,2,1,0,1,4,1,0,0,,,,0,,,,0,,,,1,3,1,0,0,,,,0,,,,1,50,1,0,0,,,,1,2,1,0,1,1,1,0,1,2,1,0,1,2,1,0,1,1,1,0,1,2,1,0,1,1,1,0,1,3,1,0,1,2,1,0,1,2,1,0,1,15,1,0,1,1,1,0,0,,,,0,,,,1,1,1,0,1,2,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2," ",1,"12:34",9.64490152671756
203,98,4,1,2,3,1,"17:07","07/06/2022",2,6,4,4,,1,1,30,120,22,12,1,,,,,1,,1,24,0,,1,1,30,2,0,1,150000,1,600000,220,1,1,,,,,,,,,,,,,,,,,,,,,,0,,0,0,,,,1,3,5,1,2,2,1,1,15,2,0,0,,,,1,25,2,0,1,1,2,0,0,,,,1,8,2,0,1,4,2,0,1,5,2,0,0,,,,0,,,,0,,,,1,2,2,0,0,,,,0,,,,0,,,,0,,,,1,8,2,0,0,,,,0,,,,1,2,2,0,1,1,2,0,1,2,2,0,0,,,,0,,,,0,,,,1,1,2,0,0,,,,0,,,,0,,,,0,,,,1,1,2,0,1,1,2,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,555,"It is planned",1,"17:33",116.712714285714
204,99,4,2,2,3,1,"15:52","20/06/2022",2,6,4,5,,1,1,23,60,20,12,1,,,,,1,,1,24,0,,1,0,,2,,1,200010,2,180000,888,1,0,,,,,,,,,,,,,,,,,,,,,,0,,0,1,0,,,0,,3,0,,,,1,50,1,0,0,,,,1,45,1,0,0,,,,0,,,,1,9,1,0,1,2,1,0,1,2,1,0,0,,,,0,,,,0,,,,1,5,1,0,0,,,,0,,,,0,,,,0,,,,1,7,888,0,1,1,1,0,0,,,,1,5,1,0,1,4,1,0,1,5,3,0,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,1,3,888,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,," ",1,"16:29",88.2872234042553
205,100,4,2,2,3,1,"10:21","20/06/2022",2,6,6,5,,1,1,23,130,20,12,1,,,,,1,,1,24,1,1,1,2,180,2,0,1,180000,2,1200000,220,1,1,,,,,,,,,,,,,,,,,,,,,,0,,0,0,,,,0,,3,0,,,,0,,,,0,,,,1,70,1,1,0,,,,0,,,,1,13,1,0,1,3,1,0,1,3,1,0,0,,,,0,,,,0,,,,1,3,1,0,0,,,,0,,,,0,,,,0,,,,1,3,888,0,1,4,1,1,0,,,,1,2,1,0,1,1,1,0,1,4,3,0,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,1,3,888,0,0,,,,,,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,555,"Replacement",1,"11:53",182.426832
206,101,4,2,2,3,1,"16:20","21/06/2022",1,6,5,5,,1,1,24,60,18,12,1,,,,,1,,1,24,0,,1,0,,2,,1,300000,2,180000,292,1,1,,,,,,,,,,,,,,,,,,,,,,0,,0,0,,,,0,,7,0,,,,0,,,,0,,,,1,45,1,0,1,1,1,0,1,1,1,0,1,15,1,0,1,3,1,0,1,3,1,0,0,,,,0,,,,0,,,,1,2,1,0,0,,,,0,,,,0,,,,0,,,,1,2,888,0,1,1,1,0,0,,,,1,2,1,0,1,1,1,0,1,6,3,0,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,1,3,888,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,," ",1,"16:52",139.53121875
207,102,4,2,2,3,1,"08:48","21/06/2022",2,4,20,1,,1,3,39,200,31,12,1,,,,,1,,1,24,0,,1,0,,2,,1,600000,1,600000,300,1,1,,,,,,,,,,,,,,,,,,,,,,0,,1,0,,,,1,3,7,1,20,2,1,1,5,2,0,0,,,,0,,,,1,1,1,1,1,1,1,0,1,15,2,1,1,2,1,1,1,2,1,1,0,,,,0,,,,0,,,,1,2,2,1,0,,,,1,1,2,1,1,22,1,1,0,,,,1,3,2,1,1,2,2,1,0,,,,1,1,1,1,1,1,2,1,1,5,1,1,0,,,,1,6,2,1,1,6,1,1,1,1,1,0,0,,,,0,,,,0,,,,0,,,,1,1,2,1,0,,,,1,,,,1,,1,1,1,,,,1,,1,1,,1,1,,1,1,1,,1,1,,,,,,1,,2," ",1,"09:12",151.801378881988
208,103,4,2,1,3,1,"10:39","13/06/2022",2,6,5,5,,1,1,18,200,18,12,1,,,,,1,,1,24,0,,1,0,,2,,1,249930,2,180000,290,1,1,,,,,,,,,,,,,,,,,,,,,,0,,0,0,,,,0,,7,0,,,,1,15,1,0,0,,,,1,12,1,0,1,1,1,0,1,1,1,0,1,4,1,0,1,1,1,0,1,2,1,0,0,,,,0,,,,0,,,,1,1,1,0,0,,,,0,,,,0,,,,0,,,,1,1,888,0,0,,,,0,,,,1,1,1,0,0,,,,1,1,888,0,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,1,1,888,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,," ",1,"11:21",11.9892
210,104,4,3,2,3,1,"17:00","14/06/2022",2,6,4,5,,1,1,30,100,18,12,1,,,,,1,,1,24,0,,1,1,1,1,0,1,600000,1,900000,300,1,0,,,,,,,,,,,,,,,,,,,,,,0,,1,0,,,,0,,7,1,30,2,0,1,7,2,0,0,,,,0,,,,0,,,,0,,,,1,12,2,0,1,1,2,0,1,3,2,0,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,1,15,2,0,0,,,,1,4,888,0,1,3,2,0,0,,,,1,1,2,0,1,1,2,1,1,1,2,0,0,,,,0,,,,1,2,2,0,1,5,2,0,0,,,,0,,,,0,,,,0,,,,1,2,2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,555,"in plan",1,"17:19",52.2024086021505
214,105,4,3,1,3,1,"09:46","15/06/2022",1,6,20,5,,1,1,27,60,20,12,1,,,,,1,,1,24,0,,1,1,60,2,0,1,199980,1,180000,245,1,0,,,,,,,,,,,,,,,,,,,,,,0,,0,0,,,,0,,7,1,72,1,1,0,,,,0,,,,0,,,,1,1,1,1,0,,,,1,6,2,0,1,1,2,1,1,3,2,1,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,1,5,1,0,0,,,,1,4,888,0,0,,,,0,,,,1,2,2,0,1,1,1,0,1,1,2,0,1,1,2,0,1,1,888,0,1,2,2,1,1,2,2,0,0,,,,0,,,,0,,,,0,,,,1,2,888,1,0,,,,1,,,,1,,,1,1,,,,,,,,,,,,,,,,,1,,,,,,1,,555,"donation",1,"10:31",12.1581888235294
215,106,4,3,1,3,1,"14:10","16/06/2022",1,6,4,5,,1,1,34,520,12,12,1,,,,,1,,1,24,0,,1,1,1,1,0,1,300000,1,150000,300,1,0,,,,,,,,,,,,,,,,,,,,,,1,1,1,0,,,,1,3,3,1,32,2,0,1,6,2,0,0,,,,0,,,,1,2,2,0,1,1,2,0,1,20,2,0,1,4,2,0,1,2,2,0,1,1,2,0,0,,,,0,,,,1,5,2,0,0,,,,1,1,888,0,1,18,2,0,0,,,,1,3,2,0,1,1,2,0,0,,,,1,3,2,1,1,1,2,0,1,1,2,0,0,,,,0,,,,0,,,,1,2,2,0,0,,,,0,,,,0,,,,0,,,,1,1,2,0,0,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,1," ",1,"14:21",5.1521799689441
220,107,4,3,1,3,1,"11:35","22/06/2022",2,6,4,5,,1,1,21,50,16,12,1,,,,,1,,1,23,0,,1,2,6,2,0,1,150000,1,600000,301,1,1,,,,,,,,,,,,,,,,,,,,,,0,,1,0,,,,0,,2,1,26,1,0,0,,,,0,,,,0,,,,1,1,1,0,0,,,,1,7,1,0,1,3,1,0,1,1,1,0,0,,,,0,,,,0,,,,1,3,1,0,0,,,,0,,,,1,29,1,0,0,,,,1,2,888,0,0,,,,0,,,,1,3,1,0,1,1,1,0,1,3,1,0,0,,,,1,4,1,0,0,,,,1,2,1,0,1,50,888,0,0,,,,0,,,,0,,,,1,2,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,," ",1,"12:17",7.68185333333333
221,108,4,3,1,3,1,"16:40","15/06/2022",1,6,20,4,,1,1,29,85,13,12,1,,,,,1,,1,24,0,,1,0,,2,,1,750000,1,150000,232,1,1,,,,,,,,,,,,,,,,,,,,,,0,,0,1,0,,,1,3,7,0,,,,0,,,,0,,,,1,90,1,0,0,,,,0,,,,1,5,2,1,1,1,2,0,1,3,2,1,0,,,,0,,,,0,,,,1,2,1,1,0,,,,0,,,,0,,,,0,,,,0,,,,1,1,1,1,0,,,,1,10,1,1,0,,,,0,,,,0,,,,1,1,1,1,0,,,,0,,,,0,,,,0,,,,1,1,1,0,0,,,,0,,,,0,,,,,,,,,,1,,1,,,,1,,,,,,1,,1,,,,1,,,,,,,,,555,"donation",1,"16:56",15.9206272727273
222,109,4,3,2,3,1,"10:06","21/06/2022",1,6,4,5,,1,1,25,30,18,12,1,,,,,1,,1,24,0,,1,1,1,1,0,1,990000,1,450000,189,1,1,,,,,,,,,,,,,,,,,,,,,,0,,1,0,,,,0,,7,1,15,2,0,1,6,2,1,0,,,,0,,,,0,,,,0,,,,1,6,2,0,1,3,2,0,1,3,2,0,0,,,,0,,,,0,,,,1,2,2,0,0,,,,0,,,,1,8,2,0,0,,,,1,5,2,0,1,2,2,0,0,,,,1,4,2,0,1,1,2,0,1,2,2,0,0,,,,0,,,,0,,,,1,3,2,0,1,1,888,0,0,,,,0,,,,1,2,2,0,1,1,2,0,0,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,555,"donation",1,"10:20",102.326509433962
223,110,4,4,2,3,1,"14:42","13/06/2022",1,6,3,5,,1,2,51,180,34,12,1,,,,,1,,1,24,0,,1,3,30,2,0,1,208320,1,1200000,292,1,1,,,,,,,,,,,,,,,,,,,,,,0,,1,0,,,,0,,2,1,25,2,0,0,,,,1,6,2,0,0,,,,1,1,2,0,0,,,,1,8,2,0,1,3,2,0,1,2,2,0,0,,,,0,,,,0,,,,1,2,2,0,0,,,,0,,,,1,40,2,0,0,,,,1,1,1,0,0,,,,0,,,,1,2,2,0,0,,,,1,1,2,0,1,5,2,0,1,2,2,0,0,,,,1,1,3,0,0,,,,0,,,,0,,,,0,,,,1,2,888,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,," ",1,"15:20",325.358129032258
225,111,4,4,2,3,1,"13:44","14/06/2022",2,6,4,1,,1,1,37,150,21,12,1,,,,,1,,1,24,0,,1,1,1,1,0,1,999000,7,450000,250,1,0,,,,,,,,,,,,,,,,,,,,,,0,,1,0,,,,0,,3,1,17,2,0,1,5,2,0,0,,,,0,,,,0,,,,0,,,,1,16,2,0,1,1,2,0,1,7,2,0,0,,,,0,,,,0,,,,1,2,2,0,0,,,,0,,,,1,30,2,0,0,,,,1,6,888,0,1,2,2,1,0,,,,1,2,2,0,1,1,2,0,1,2,2,0,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,1,1,2,0,1,1,2,0,0,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,3," ",1,"14:10",90.7926956521739
226,112,4,4,2,3,1,"14:36","22/06/2022",1,6,4,2,,1,3,29,60,25,12,1,,,,,1,,1,24,0,,1,1,60,2,0,1,1200000,2,450000,293,1,1,,,,,,,,,,,,,,,,,,,,,,0,,0,0,,,,0,,7,0,,,,1,10,1,0,0,,,,1,30,1,0,1,1,1,0,0,,,,1,10,1,0,1,2,1,0,1,2,1,0,0,,,,0,,,,0,,,,1,4,1,0,0,,,,0,,,,0,,,,0,,,,1,5,888,0,1,1,1,0,0,,,,1,2,1,0,1,1,1,0,1,2,3,0,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,1,3,888,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,," ",1,"14:56",129.102220588235
227,113,4,4,2,3,1,"10:08","22/06/2022",1,6,4,4,,1,1,27,120,25,12,1,,,,,1,,1,24,0,,1,0,,2,,1,180000,2,1200000,283,1,1,,,,,,,,,,,,,,,,,,,,,,0,,0,0,,,,1,3,7,0,,,,0,,,,1,12,1,0,1,24,1,0,1,1,1,0,0,,,,1,12,1,0,1,1,1,0,1,2,1,0,0,,,,0,,,,0,,,,1,3,1,0,0,,,,0,,,,0,,,,0,,,,1,8,3,0,1,1,1,0,0,,,,1,2,1,1,1,1,1,0,1,4,3,0,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,1,3,888,0,0,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,555,"donation",1,"10:45",81.5528605263158
228,114,4,4,2,3,1,"10:18","23/06/2022",1,6,4,5,,1,1,25,75,20,12,1,,,,,1,,1,24,1,3,1,3,60,2,0,1,900000,2,750000,293,1,1,,,,,,,,,,,,,,,,,,,,,,0,,0,0,,,,0,,3,0,,,,0,,,,0,,,,1,40,1,0,1,1,1,0,0,,,,1,10,1,0,1,2,1,0,1,4,1,0,0,,,,0,,,,0,,,,1,2,1,0,0,,,,0,,,,0,,,,0,,,,1,5,3,0,1,1,1,0,0,,,,1,2,1,1,1,1,1,0,1,5,3,0,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,1,3,888,0,0,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,555,"It's not planned",1,"10:46",119.497333333333
229,115,4,5,1,3,1,"14:15","14/06/2022",1,6,4,5,,1,1,27,120,24,12,1,,,,,1,,1,24,0,,1,0,,2,,1,250020,2,450000,220,1,1,,,,,,,,,,,,,,,,,,,,,,0,,0,0,,,,1,3,7,0,,,,0,,,,0,,,,1,45,1,1,1,1,1,0,1,1,1,0,1,17,1,0,1,6,1,0,1,2,1,0,0,,,,1,1,1,0,0,,,,1,2,1,0,0,,,,0,,,,0,,,,0,,,,1,2,888,0,1,1,1,0,0,,,,1,2,1,0,1,1,1,0,1,2,1,0,0,,,,1,2,2,1,0,,,,1,2,2,0,0,,,,0,,,,0,,,,0,,,,1,1,888,0,0,,,,,,,1,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,555,"It's not planned",1,"10:32",8.65588105263158
231,116,4,5,2,3,1,"13:16","18/06/2022",1,6,4,5,,1,1,25,120,20,12,1,,,,,1,,1,24,0,,1,0,,2,,1,1200000,2,600000,888,1,0,,,,,,,,,,,,,,,,,,,,,,0,,0,0,,,,0,,7,0,,,,0,,,,0,,,,1,27,1,0,0,,,,0,,,,1,5,1,0,1,1,1,0,1,2,1,0,0,,,,0,,,,0,,,,1,3,1,0,0,,,,0,,,,0,,,,0,,,,1,2,888,0,1,2,1,0,0,,,,1,3,1,0,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,1,1,888,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,," ",1,"13:40",73.3824504504504
233,117,4,5,2,3,1,"13:29","15/06/2022",1,7,2,4,,1,1,20,150,13,12,1,,,,,1,,1,23,0,,1,1,20,2,0,1,750000,1,750000,268,1,1,,,,,,,,,,,,,,,,,,,,,,0,,0,0,,,,1,3,7,1,70,888,0,1,4,888,0,0,,,,0,,,,1,2,888,1,0,,,,1,13,888,1,1,1,888,1,1,7,888,0,0,,,,0,,,,0,,,,1,3,888,0,0,,,,0,,,,1,48,888,1,0,,,,1,7,888,0,1,1,888,0,0,,,,1,3,888,0,1,1,888,0,1,2,888,0,0,,,,0,,,,0,,,,1,2,888,0,0,,,,0,,,,0,,,,0,,,,1,1,888,0,0,,,,,,,,1,,1,1,,,,,,,,1,,,,,,,,,,,,,,,,,,555,"It's not planned",1,"14:48",165.234735849057
235,118,4,5,2,3,1,"12:41","16/06/2022",1,6,5,5,,1,3,34,200,40,12,1,,,,,1,,1,24,0,,1,0,,2,,1,1200000,2,750000,282,1,1,,,,,,,,,,,,,,,,,,,,,,1,1,0,0,,,,1,3,7,0,,,,0,,,,0,,,,1,50,1,0,1,2,1,0,0,,,,1,16,1,0,1,5,1,0,1,3,1,0,0,,,,0,,,,0,,,,1,4,1,0,0,,,,0,,,,0,,,,0,,,,1,5,3,1,1,2,1,0,0,,,,1,4,1,0,1,1,1,0,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,1,1,888,0,0,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,555,"It's not planned",1,"13:04",190.598447368421
236,119,4,5,2,3,1,"10:13","17/06/2022",1,6,5,5,,1,3,25,150,21,12,1,,,,,1,,1,24,0,,1,0,,2,,1,900000,2,750000,295,1,1,,,,,,,,,,,,,,,,,,,,,,0,,0,0,,,,0,,7,0,,,,0,,,,0,,,,1,80,1,1,1,2,1,0,1,1,1,0,1,15,1,0,1,4,1,0,1,4,1,0,0,,,,0,,,,0,,,,1,3,1,0,0,,,,0,,,,0,,,,0,,,,1,4,3,0,1,1,1,0,0,,,,1,2,1,0,1,1,1,0,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,1,3,888,0,0,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,555,"It's not planned",1,"10:28",93.4768661971831
