"Cluster","ED_ID","CI01","CI02","CI06","CI07","CI08","QE_B04","QE_B05","QE_B06","QE_B07","QE_B08","QE_B11","QE_B11_OTHER","QE_B12","QE_B13","QE_B13A","QE_B14A","QE_B14B","QE_B15A","QE_B15B","QE_B16","QE_B17","QE_B17_OTHER","QE_B18","QE_B18_OTHER","QE_B19","QE_B20","QE_B21","QE_B22","QE_B23","QE_B24A","QE_B24B","QE_B25","QE_B26","QE_B27A","QE_B27A_OTHER","QE_B27B","QE_B28","QE_B28_OTHER","QE_B29","QE_B30A","QE_B30B","QE_B31","QE_B32_1","QE_B32_2","QE_B32_3","QE_B33","QE_B34_1","QE_B34_2","QE_B34_3","QE_B34_4","QE_B35","QE_B36","QE_B37","QE_B38","QE_B39","QE_B40","QE_B40_OTHER","QE_B41","QE_B42","QE_B43","QE_B43_OTHER","QE_B44","QE_B45","QE_B46","QE_B46_OTHER","QE_B47","QE_B48","QE_B48_OTHER","QE_B49","QE_B50","QE_B51A","QE_B51B","QE_B51B_OTHER","QE_B52","QE_B53","QE_B54","QE_B55","QE_B56","QE_B57","QE_B58","QE_B58_OTHER","QE_B59","QE_B59_OTHER","QE_B60A","QE_B60B","QE_B60C","QE_B61A","QE_B61B","QE_B61C","QE_B62A","QE_B62B","QE_B62C","QE_B63A","QE_B63B","QE_B63C","QE_B64A","QE_B64B","QE_B64C","QE_B65A","QE_B65B","QE_B65C","QE_B66A","QE_B66B","QE_B66C","QE_B67A","QE_B67B","QE_B67C","QE_B68A","QE_B68B","QE_B68C","QE_B69A","QE_B69B","QE_B69C","QE_B70A","QE_B70B","QE_B70C","QE_B71A","QE_B71B","QE_B71C","QE_B72A","QE_B72B","QE_B72C","QE_B73A","QE_B73B","QE_B73C","QE_B74A","QE_B74B","QE_B74C","QE_B75A","QE_B75B","QE_B75C","QE_B76A","QE_B76B","QE_B76C","QE_B77A","QE_B77B","QE_B77C","QE_B78A","QE_B78B","QE_B78C","QE_B79_01","QE_B79_02","QE_B79_03","QE_B79_04","QE_B79_05","QE_B79_06","QE_B79_07","QE_B79_08","QE_B79_09","QE_B79_10","QE_B79_11","QE_B79_12","QE_B79_13","QE_B79_14","QE_B79_15","QE_B79_16","QE_B79_17","QE_B79_18","QE_B79_19","QE_B80","QE_B80_OTHER","QE_B81","QE_C01","QE_C02","QE_C03","QE_C04","QE_C05","QE_C06","QE_C06_1","QE_C06_2","QE_C06_3","QE_C06_4","QE_C06_5","QE_C06_6","QE_C06_7","QE_C06_8","QE_C10","QE_C11_1","QE_C11_2","QE_C11_3","QE_C11_4","QE_C11_5","QE_C11_6","QE_C11_7","QE_C11_OTHER","QE_C12_1","QE_C12_2","QE_C12_3","QE_C12_4","QE_C12_5","QE_C12_6","QE_C12_7","QE_C12_OTHER","QE_C12A","QE_C12B","QE_C13","QE_C13_OTHER","QE_C14","QE_C14_OTHER","QE_C15A","QE_C15B","QE_C16A","QE_C16B","QE_C17A","QE_C17A_UNITY","QE_C17B","QE_C17B_UNITY","QE_C18A","QE_C18B","QE_C19","QE_C20A","QE_C20B","QE_C20C","QE_C21","QE_C22","QE_C23","QE_C24","QE_C25","QE_C26","QE_C27_01","QE_C27_02","QE_C27_03","QE_C27_04","QE_C27_05","QE_C27_06","QE_C27_07","QE_C27_08","QE_C27_09","QE_C27_10","QE_C27_11","QE_C27_12","QE_C28","QE_C29","QE_C30","QE_C31","QE_C32_1","QE_C32_2","QE_C32_3","QE_C32_4","QE_C32_5","QE_C32_6","Basicweight"
146,92,3,1,1,2,1,1,6,1,1,2,2," ",46,700,10,"6h45","17h00","888","888",1,,,1," ",23,1,3,1,3,2,120,2,0,1," ",200000,2," ",200000,255,1,1,,,,,,,,,,,,,,," ",,,," ",,,," ",,," ",,,1,1," ",0,0,,,,0,," ",3," ",1,36,0,1,14,0,0,,,0,,,0,,,1,3,0,1,1,0,0,,,0,,,0,,,0,,,0,,,0,,,1,11,0,0,,,1,1,0,0,,,0,,,0,,,,,,,,,,,,,,,,,,,,,,," ",,1,1,137,1,2,"B",,1,,,,,,,3,,,,,,1,," ",1,,,,,,," ",1,1,1," ",888," ",1,,2,,1,4,,,11000,,2,0,300,0,1,1,5,1,2,1,,,,,,,,,,,,,1,1,,111,,,1,,,,19.6108301886792
149,93,3,1,2,2,4,1,6,4,3,2,2," ",15,263,9,"7h20","17h00","888","888",1,,,1," ",24,0,,1,1,0,10,1,0,1," ",100000,555,"facility",120000,268,1,1,,,,,,,,,,,,,,," ",,,," ",,,," ",,," ",,,0,1," ",0,0,,,,0,," ",7," ",0,,,0,,,0,,,1,6,0,1,1,0,1,103,1,1,1,1,1,2,0,0,,,0,,,0,,,0,,,0,,,1,10,0,0,,,0,,,1,2,0,0,,,0,,,,,,,,1,1,,,,,,,,,,,,,2," ",1,1,1,263,1,2,"A",1,,,,,,,,2,,,,,1,1,," ",1,,,,,,," ",1,1,1," ",888," ",1,,1,,5,4,,,55000,,1,0,180,0,2,1,3,1,2,1,,,,,,,,,,,,,888,2,,111,,,1,1,,,7.28915877551021
150,94,3,1,2,2,2,2,3,6,3,1,4," ",28,624,9,"7h20","17h00","888","888",0,1,,," ",,,,,,,,,,," ",,," ",,,,,,,,,,,,,,,,,,," ",,,," ",,,," ",,," ",,,,," ",,,,,,,," ",," ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,," ",,1,1,624,1,2,"A",1,,,,,,,,4,,,,,1,1,," ",1,,,,,,," ",1,1,1," ",888," ",1,,2,,5,4,,,55000,,1,0,240,0,2,1,3,1,2,1,,,,,,,,,,,,,888,1,,111,1,1,1,1,,,84.5583622641509
159,95,3,2,2,2,3,1,6,4,1,9,4," ",52,1780,9,"7h20","17h00","888","888",1,,,1," ",24,0,,1,1,1,60,3,0,1," ",100000,555,"the facility",300000,888,1,0,,,,,,,,,,,,,,," ",,,," ",,,," ",,," ",,,0,5," ",1,0,,,,0,," ",5," ",0,,,1,4,1,0,,,1,10,0,0,,,1,103,0,1,1,0,1,1,0,0,,,0,,,0,,,0,,,0,,,1,5,0,0,,,0,,,0,,,0,,,0,,,,1,,,,,,,,,,,,,,,,,,3," ",1,1,1,800,1,1,"B",,1,,,,,,,4,,,,,1,,," ",1,,,,,,," ",1,1,1," ",888," ",1,,1,,15,4,,,150000,,1,0,300,0,2,1,2,1,2,1,,,,,,,,,,,,,888,1,,111,1,,1,1,,,112.320421052632
160,96,3,2,2,2,1,1,6,4,1,7,2," ",42,1100,9,"6h30","17h00","888","888",1,,,1," ",24,0,,1,2,0,5,888,0,1," ",100000,1," ",40000,253,1,0,,,,,,,,,,,,,,," ",,,," ",,,," ",,," ",,,0,1," ",0,0,,,,1,3," ",7," ",0,,,0,,,0,,,0,,,1,1,0,1,60,0,0,,,1,2,0,0,,,0,,,0,,,0,,,0,,,0,,,0,,,1,1,0,1,7,0,0,,,0,,,,,,,,,,,,,,,,,,,,,,," ",,1,1,1000,1,2,"B",,1,,,,,,,5,,,,,,1,," ",1,,,,,,," ",1,1,1," ",888," ",1,,1,,15,4,,,150000,,2,0,180,0,2,1,4,1,2,1,,,,,,,,,,,,,888,3,,888,,,1,,,,147.572481927711
162,97,3,3,2,2,5,1,6,3,4,3,1," ",18,568,9,"7h20","17h00","888","888",1,,,6," ",12,0,,0,,,,,1,," ",,," ",,,,,,1,,,,1,,,62019,1,,1,3,4," ",0,,," ",,,5," ",0,2," ",0,,0,5," ",1,0,,,,0,," ",6," ",0,,,0,,,0,,,0,,,0,,,1,1,1,0,,,0,,,0,,,0,,,0,,,0,,,0,,,1,2,1,0,,,0,,,0,,,0,,,0,,,,,,,,1,,,,,,,,1,,,,,,3," ",0,1,1,280,1,2,"B",,1,,,,,,,2,,,,,1,,," ",1,,,,,,," ",1,1,1," ",888," ",1,,1,,4,4,,,44000,,1,0,180,0,2,1,3,1,3,2,,,1,1,,,,,,,,,888,3,,888,1,,1,1,,,184.221032258065
163,98,3,3,1,2,3,2,7,2,1,18,2," ",32,769,9,"8h00","16h40","888","888",1,,,1," ",24,0,,1,1,1,60,3,0,1," ",600000,555,"the facility",7800000,255,1,1,,,,,,,,,,,,,,," ",,,," ",,,," ",,," ",,,1,4," ",1,0,,,,1,3," ",5," ",0,,,0,,,0,,,1,10,0,1,1,0,1,105,0,1,1,0,1,1,0,0,,,1,12,0,0,,,0,,,0,,,1,99,0,0,,,0,,,1,5,0,1,1,0,1,1,0,,,,,,,,,,,,,,,,,,,,," ",,1,3,769,2,2,"A",1,,,,,,,,5,,,,,,1,," ",1,,,,,,," ",1,1,1," ",888," ",1,,2,,16,4,,,160000,,1,90,240,60,2,1,3,1,2,1,,,,,,,,,,,,,888,3,,111,1,1,1,1,1,,17.2384463414634
164,99,3,3,1,2,1,2,6,3,5,4,2," ",26,500,12,"7h00","17h00","888","888",1,,,1," ",12,0,,1,2,0,30,2,0,1," ",500000,1," ",500000,255,1,0,,,,,,,,,,,,,,," ",,,," ",,,," ",,," ",,,0,1," ",0,0,,,,1,3," ",7," ",1,29,1,1,15,0,0,,,0,,,1,1,0,1,75,0,1,4,1,1,1,0,0,,,0,,,0,,,1,1,0,1,1,0,0,,,0,,,0,,,1,3,0,0,,,0,,,1,,,,,,1,,,,,,,,,,,,,555,"All are working",0,1,3,320,2,2,"B",,1,,,,,,,5,,,,,,1,," ",1,,,,,,," ",1,1,1," ",888," ",1,,2,,8,4,,,104000,,1,60,120,120,1,1,4,1,2,1,,,,,,,,,,,,,888,1,,888,,1,,1,,,27.1421528455285
165,100,3,3,1,2,1,2,6,4,1,4,1," ",27,597,12,"7h00","17h00","888","888",1,,,1," ",24,0,,1,0,,,,0,1," ",175750,1," ",4000,250,1,1,,,,,,,,,,,,,,," ",,,," ",,,," ",,," ",,,0,1," ",0,0,,,,0,," ",7," ",1,20,1,0,,,1,2,0,0,,,0,,,1,113,1,0,,,1,2,0,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,1,,,,,1,,,,,,,,,,,,,,3," ",1,1,1,597,1,2,"A",1,,,,,,,,4,,,,,1,1,," ",1,,,,,,," ",1,1,1," ",888," ",1,,1,,9,4,,,99000,,3,0,180,0,2,1,4,1,2,1,,,,,,,,,,,,,1,2,,111,1,1,1,,1,,30.559265408805
167,101,3,3,2,2,1,1,6,3,1,0,1," ",20,538,9,"6h20","18h00","888","888",0,1,,," ",,,,,,,,,,," ",,," ",,,,,,,,,,,,,,,,,,," ",,,," ",,,," ",,," ",,,,," ",,,,,,,," ",," ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,," ",,1,1,538,1,2,"B",,1,,,,,,,4,,,,,,1,," ",1,,,,,,," ",1,1,1," ",888," ",1,,1,,10,4,,,110000,,3,0,360,0,2,1,8,1,2,1,,,,,,,,,,,,,888,2,,888,1,1,,1,,,121.961137254902
168,102,3,3,1,2,1,1,6,4,1,3,2," ",49,1750,12,"7h00","17h00","888","888",1,,,1," ",23,0,,1,1,1,60,2,0,1," ",200000,1," ",30000,888,1,0,,,,,,,,,,,,,,," ",,,," ",,,," ",,," ",,,0,1," ",0,0,,,,0,," ",3," ",1,12,0,0,,,0,,,0,,,1,1,0,1,100,1,1,1,0,0,,,0,,,0,,,0,,,0,,,0,,,1,6,1,0,,,0,,,1,2,0,0,,,0,,,,,,,,1,,,,,,,,1,,,,,,2," ",0,1,1,1270,1,2,"B",,1,,,,,,,5,,,,,1,1,," ",1,,,,,,," ",1,1,1," ",888," ",1,,2,,8,4,,,88000,,2,0,60,0,2,1,2,1,3,1,,,,,,,,,,,,,888,1,,888,,,,1,,,7.21586578366446
169,103,3,3,1,2,1,1,6,4,3,11,1," ",38,1678,12,"7h20","12h20","14h00","17h00",1,,,1," ",24,0,,1,0,,,,0,1," ",50000,1," ",5000,255,1,0,,,,,,,,,,,,,,," ",,,," ",,,," ",,," ",,,0,1," ",0,0,,,,0,," ",2," ",0,,,0,,,1,18,0,0,,,1,2,1,1,256,0,1,1,0,1,1,0,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,,,,,1,,,,,,,,,,,,,,,2," ",0,1,1,564,1,2,"B",,1,,,,,,,4,,,,,1,1,," ",1,,,,,,," ",1,1,1," ",888," ",1,,1,,8,4,,,80000,,3,0,180,0,2,1,5,1,2,2,,,1,,,,,,,,,,888,1,,111,1,1,1,1,,,22.0445028571429
171,104,3,3,1,2,1,1,6,3,5,7,2," ",29,241,12,"7h00","16h30","888","888",1,,,1," ",24,0,,1,1,2,120,1,0,1," ",200000,1," ",200000,255,1,1,,,,,,,,,,,,,,," ",,,," ",,,," ",,," ",,,0,1," ",0,0,,,,1,3," ",7," ",0,,,1,70,1,0,,,1,20,0,1,1,0,1,30,0,1,4,0,1,1,0,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,1,1,0,0,,,0,,,,1,,,,,,,,,,,,,,,,,,2," ",,1,3,241,2,2,"A",1,,,,,,,,4,,,,,1,,," ",1,,,,,,," ",1,1,1," ",888," ",1,,1,,9,4,,,99000,,2,60,180,90,1,1,3,1,3,1,,,,,,,,,,,,,888,1,,111,,,1,,,,16.8267534626039
172,105,3,3,1,2,1,1,6,4,1,4,555,"Nursery School",6,79,10,"7h00","16h00","888","888",1,,,1," ",24,0,,1,0,,,,0,1," ",50000,1," ",50000,255,1,0,,,,,,,,,,,,,,," ",,,," ",,,," ",,," ",,,0,5," ",0,0,,,,0,," ",5," ",0,,,0,,,1,2,0,0,,,0,,,0,,,1,1,0,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,,,,,,,,,,,,,,,,,,,,," ",,0,,,,," ",,,,,,,,,,,,,,,,," ",,,,,,,," ",,,," ",," ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.8548862745098
174,106,3,3,1,2,1,1,6,4,5,2,1," ",56,800,9,"7h30","16h30","888","888",1,,,1," ",24,1,2,1,0,,,,0,1," ",100000,1," ",100000,292,1,1,,,,,,,,,,,,,,," ",,,," ",,,," ",,," ",,,0,1," ",0,0,,,,0,," ",7," ",0,,,1,8,0,0,,,0,,,0,,,1,15,0,1,2,0,1,1,0,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,,,,,,,,,,,,,,,,,,,,," ",,1,2,535,1,1,"B",,1,,,,,,,3,,1,,,1,,," ",1,,,,,,," ",1,1,1," ",888," ",1,,2,,7,4,,,84000,,2,180,180,888,2,1,9,1,2,2,,,,1,1,,,,,,,,888,1,,888,,1,,,,,11.7204483568075
175,107,3,3,1,2,7,1,6,2,555,21,1," ",28,1229,9,"7h00","12h00","14h00","17h00",1,,,1," ",12,0,,1,1,0,55,3,0,1," ",50000,555,"facility",240000,294,1,1,,,,,,,,,,,,,,," ",,,," ",,,," ",,," ",,,0,1," ",1,0,,,,0,," ",555,"delay in intervention",0,,,0,,,0,,,1,71,1,0,,,1,283,1,1,1,1,1,1,1,0,,,0,,,0,,,0,,,0,,,1,20,1,0,,,0,,,0,,,0,,,0,,,,,,1,,1,1,1,,,,,,1,,,,,,2," ",1,1,1,1229,1,1,"A",1,,,,,,,,5,,,,,,1,," ",1,,,,,,," ",1,1,1," ",888," ",1,,1,,20,4,,,200000,,3,0,300,0,2,1,3,1,2,1,,,,,,,,,,,,,888,555,,111,,,1,,,,13.050107253886
177,108,3,4,2,2,1,2,6,3,5,6,4," ",84,2670,12,"7h00","17h00","888","888",1,,,1," ",24,0,,1,2,0,20,1,0,1," ",100000,1," ",10000,255,1,0,,,,,,,,,,,,,,," ",,,," ",,,," ",,," ",,,0,4," ",0,0,,,,0,," ",7," ",0,,,0,,,0,,,1,18,0,0,,,1,263,0,1,1,0,1,3,0,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,1,1,0,0,,,0,,,,,,,,,,,,,,,,,,,,,,," ",,1,1,2670,1,2,"B",,1,,,,,,,6,,,,,1,1,," ",1,,,,,,," ",1,1,1," ",888," ",1,,3,,8,4,,,80000,,3,0,180,0,2,1,4,1,3,1,,,,,,,,,,,,,888,1,,888,1,,,,1,,113.6677875
179,109,3,4,2,2,1,1,4,6,1,10,1," ",23,800,9,"7h00","17h00","888","888",0,1,,," ",,,,,,,,,,," ",,," ",,,,,,,,,,,,,,,,,,," ",,,," ",,,," ",,," ",,,,," ",,,,,,,," ",," ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,," ",,1,1,772,1,2,"A",1,,,,,,,,4,,,,,,1,," ",1,,,,,,," ",1,1,1," ",888," ",1,,2,,6,4,,,66000,,3,0,180,0,2,1,6,1,2,1,,,,,,,,,,,,,1,1,,888,1,1,1,1,,,91.1654625
180,110,3,4,1,2,1,1,3,6,4,4,1," ",39,1535,12,"7h00","12h20","14h00","17h00",1,,,1," ",24,0,,1,0,,,,0,1," ",50000,1," ",20000,270,1,0,,,,,,,,,,,,,,," ",,,," ",,,," ",,," ",,,0,1," ",0,0,,,,0,," ",7," ",0,,,0,,,1,4,0,0,,,0,,,1,132,0,1,1,0,0,,,0,,,0,,,0,,,0,,,0,,,1,1,0,0,,,0,,,0,,,0,,,0,,,,,,,,,,,,,,,,,,,,,,," ",,1,1,950,1,2,"B",,1,,,,,,,4,,,,1,,,," ",1,,,,,,," ",1,1,1," ",888," ",1,,1,,12,4,,,132000,,3,0,60,0,2,1,5,1,1,2,,,,1,,,,,,,,,2,3,,888,1,1,1,1,1,,24.0643146067416
181,111,3,4,2,2,1,1,4,6,2,13,1," ",19,573,11,"7h00","17h00","888","888",0,1,,," ",,,,,,,,,,," ",,," ",,,,,,,,,,,,,,,,,,," ",,,," ",,,," ",,," ",,,,," ",,,,,,,," ",," ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,," ",,1,1,200,1,2,"B",,1,,,,,,,2,,,,,1,,," ",1,,,,,,," ",1,1,1," ",888," ",1,,1,,3,4,,,33000,,3,0,120,0,1,1,4,1,1,1,,,,,,,,,,,,,2,2,,111,,,1,,1,,175.267767857143
182,112,3,5,2,2,3,1,6,4,1,1,4," ",53,1442,9,"7h20","17h00","888","888",1,,,1," ",24,0,,1,1,1,60,2,0,1," ",100000,555,"The facility",360000,256,1,1,,,,,,,,,,,,,,," ",,,," ",,,," ",,," ",,,0,1," ",0,0,,,,0,," ",555,"Abrupt Blackout",0,,,1,18,0,0,,,0,,,0,,,1,57,1,1,1,1,1,1,1,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,1,1,0,1,1,0,0,,,,,,,,1,1,1,,,,,,,,,,,,555,"Nothing",1,1,1,800,1,1,"A",1,,,,,,,,4,,,,,,1,," ",1,,,,,,," ",1,1,1," ",888," ",1,,2,,5,4,,,50000,,1,0,180,0,2,1,4,2,2,1,,,,,,,,,,,,,888,1,,111,1,,,1,,,166.146574074074
183,113,3,5,2,2,5,1,6,4,1,1,4," ",35,928,9,"7h20","17h00","888","888",1,,,4," ",24,0,,0,,,,,1,," ",,," ",,,,,1,,,,1,,,,72014,1,,1,2,4," ",0,,," ",,,555,"Sun Company",1,2," ",0,,0,5," ",1,0,,,,0,," ",7," ",0,,,0,,,0,,,1,15,0,0,,,1,112,1,1,1,1,1,1,0,0,,,0,,,0,,,0,,,0,,,1,10,0,0,,,0,,,0,,,0,,,0,,,,,,,,1,1,,,,,,,,,,,,,555,"Means",1,1,1,706,1,1,"A",1,,,,,,,,4,,,,,1,1,," ",1,,,,,,," ",1,1,1," ",888," ",1,,1,,10,4,,,90000,,1,0,120,0,2,1,2,1,3,1,,,,,,,,,,,,,888,555,,888,,,1,1,,,142.1882875
184,114,3,5,2,2,2,2,3,3,5,6,2," ",36,1245,9,"7h20","17h00","888","888",0,1,,," ",,,,,,,,,,," ",,," ",,,,,,,,,,,,,,,,,,," ",,,," ",,,," ",,," ",,,,," ",,,,,,,," ",," ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,," ",,1,1,696,1,2,"A",1,,,,,,,,5,,,,,1,1,," ",1,,,,,,," ",1,1,1," ",888," ",1,,2,,5,4,,,55000,,1,0,240,0,2,3,,1,3,1,,,,,,,,,,,,,888,555,,111,,,,1,1,,132.641397129187
185,115,3,5,1,2,8,2,6,4,4,12,3," ",32,186,10,"7h00","17h00","888","888",1,,,1," ",24,0,,1,1,1,60,2,0,1," ",150000,555,"the facility",1500000,291,1,1,,,,,,,,,,,,,,," ",,,," ",,,," ",,," ",,,1,1," ",1,0,,,,0,," ",5," ",0,,,1,10,1,0,,,1,70,1,1,1,1,1,67,1,1,2,1,1,4,1,0,,,0,,,0,,,0,,,0,,,1,30,1,0,,,0,,,1,1,1,1,1,1,0,,,,1,,1,1,1,1,1,,,,,,1,,,1,1,,2," ",1,1,3,186,2,1,"A",1,,,,,,,,2,,,,,,1,," ",1,,,,,,," ",1,1,1," ",888," ",1,,2,,3,4,,,36000,,1,120,120,60,2,1,2,1,2,1,,,,,,,,,,,,,888,1,,111,,,1,1,1,,6.94327538461538
186,116,3,5,2,2,1,1,6,4,1,1,4," ",33,1108,9,"6h40","17h00","888","888",1,,,1," ",24,0,,1,1,0,10,1,0,1," ",100000,2," ",15000,250,1,1,,,,,,,,,,,,,,," ",,,," ",,,," ",,," ",,,0,1," ",0,0,,,,0,," ",2," ",0,,,0,,,0,,,0,,,0,,,1,150,0,1,1,0,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,,,,,,,,,,,,,,,,,,,,," ",,1,2,800,1,1,"B",,1,,,,,,,4,,,,1,,,," ",1,,,,,,," ",1,1,1," ",888," ",1,,1,,22,4,,,242000,,2,120,180,60,2,1,3,1,2,2,,,,1,1,,,,,,,,1,3,,888,,,1,,,,71.7433459770115
187,117,3,6,1,2,1,2,6,4,5,8,1," ",68,1451,12,"6h00","18h00","888","888",1,,,1," ",24,1,3,1,0,,,,0,1," ",50000,555," Local representative /official of energy company (REG)",60000,278,1,1,,,,,,,,,,,,,,," ",,,," ",,,," ",,," ",,,0,1," ",0,0,,,,1,3," ",2," ",0,,,0,,,0,,,0,,,1,2,0,1,58,1,1,2,0,1,1,0,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,1,2,0,0,,,0,,,,,,,,1,,,,,,,,,,,,,,2," ",0,1,1,1451,1,2,"B",,1,,,,,,,4,,,,,,1,," ",1,,,,,,," ",1,1,1," ",888," ",1,,2,,10,4,,,110000,,2,0,240,0,2,1,5,1,3,1,,,,,,,,,,,,,555,2,,555,,,1,,,,18.0034357798165
188,118,3,6,2,2,1,1,6,4,5,3,3," ",43,450,10,"7h00","17h00","888","888",1,,,1," ",20,0,,1,0,,,,0,1," ",1200000,1," ",2660000,255,1,0,,,,,,,,,,,,,,," ",,,," ",,,," ",,," ",,,0,1," ",0,0,,,,0,," ",5," ",0,,,1,70,0,0,,,0,,,1,1,0,1,61,0,1,1,0,1,3,0,0,,,0,,,0,,,0,,,0,,,1,30,0,0,,,0,,,1,2,0,0,,,0,,,,,,,,,,,,,,,,,,,,,,," ",,1,3,450,2,2,"B",,1,,,,,,,3,,,,,,1,," ",1,,,,,,," ",1,1,1," ",888," ",1,,1,,23,4,,,207000,,2,90,60,60,2,1,3,1,3,1,,,,,,,,,,,,,888,3,,888,,,,,1,,130.290494845361
189,119,3,6,1,2,1,2,6,4,1,12,2," ",37,1045,12,"7h00","17h00","888","888",1,,,1," ",12,0,,1,1,2,120,2,0,1," ",200000,2," ",25000,238,1,0,,,,,,,,,,,,,,," ",,,," ",,,," ",,," ",,,0,1," ",1,0,,,,0,," ",6," ",0,,,1,8,0,0,,,0,,,0,,,1,246,0,1,1,1,1,1,0,0,,,0,,,0,,,0,,,0,,,0,,,0,,,1,2,0,1,1,1,0,,,0,,,,,,,,,1,,,,,,,,,,1,,,555,"No others",0,1,1,1045,1,1,"B",,1,,,,,,,5,,,,,1,1,," ",1,,,,,,," ",1,1,1," ",888," ",1,,1,,13,4,,,143000,,3,0,60,0,1,1,3,1,3,1,,,,,,,,,,,,,888,2,,888,1,1,1,1,1,,16.2242746478873
190,120,3,6,2,2,1,1,7,2,1,13,4," ",32,112,10,"6h20","18h00","888","888",1,,,1," ",24,0,,1,1,1,60,1,0,1," ",100000,1," ",19000,207,1,0,,,,,,,,,,,,,,," ",,,," ",,,," ",,," ",,,0,1," ",0,0,,,,0,," ",7," ",1,6,1,0,,,0,,,0,,,0,,,1,4,0,1,2,0,0,,,0,,,0,,,0,,,0,,,0,,,1,5,0,0,,,1,1,0,0,,,0,,,0,,,1,,,,,,,,,,,,,,,,,,,2," ",1,1,1,112,1,2,"A",1,,,,,,,,2,,,,,,1,," ",1,,,,,,," ",1,1,1," ",888," ",1,,2,,1,4,,,9000,,1,0,40,0,1,1,5,1,1,1,,,,,,,,,,,,,4,1,,888,,,1,,,,118.891666666667
192,121,3,6,1,2,1,2,6,3,1,3,2," ",32,920,9,"7h00","17h00","888","888",1,,,1," ",24,0,,1,0,,,,0,1," ",200000,1," ",5500,255,1,1,,,,,,,,,,,,,,," ",,,," ",,,," ",,," ",,,0,1," ",0,0,,,,0,," ",7," ",1,60,1,1,10,0,0,,,0,,,0,,,1,127,1,1,2,0,1,1,0,0,,,0,,,0,,,0,,,0,,,1,4,1,0,,,0,,,1,1,0,0,,,0,,,1,,,,,1,,,,,,,,1,,,,,,2," ",1,1,1,920,1,2,"B",,1,,,,,,,4,,,,,1,,," ",1,,,,,,," ",1,1,1," ",888," ",1,,1,,12,4,,,132000,,3,0,60,0,1,1,4,1,2,1,,,,,,,,,,,,,888,2,,888,,,1,1,,,27.7581730263158
194,122,3,6,2,2,1,1,6,4,1,3,2," ",15,134,9,"7h00","17h00","888","888",1,,,1," ",24,0,,1,0,,,,0,1," ",100000,555,"the facility",30000,277,1,0,,,,,,,,,,,,,,," ",,,," ",,,," ",,," ",,,0,1," ",1,0,,,,0,," ",5," ",0,,,1,5,0,1,50,0,0,,,1,1,0,1,27,0,1,1,1,1,2,1,0,,,0,,,0,,,0,,,0,,,1,2,0,0,,,0,,,1,2,1,0,,,0,,,,,,,,,1,1,,,,,,,,,1,,,3," ",0,1,3,134,2,2,"B",,1,,,,,,,3,,,,,1,1,," ",1,,,,,,," ",1,1,1," ",888," ",1,,1,,5,4,,,50000,,2,150,120,120,2,1,4,1,2,1,,,,,,,,,,,,,888,2,,888,1,1,1,1,,,159.81208
195,123,3,7,2,2,1,1,6,4,1,2,2," ",31,1696,9,"7h00","17h00","888","888",1,,,1," ",24,1,2,1,0,,,,0,1," ",100000,1," ",23300,255,1,0,,,,,,,,,,,,,,," ",,,," ",,,," ",,," ",,,0,1," ",1,0,,,,0,," ",7," ",0,,,0,,,1,15,0,0,,,0,,,1,200,0,1,2,1,0,,,1,5,0,0,,,0,,,0,,,0,,,1,8,0,0,,,1,1,0,1,2,0,0,,,0,,,,,,,,,1,,,,,,,,,,,,,3," ",,1,1,1696,1,2,"B",,1,,,,,,,6,,,,,,1,," ",1,,,,,,," ",1,1,1," ",888," ",1,,1,,21,4,,,189000,,1,0,180,0,2,1,3,1,2,1,,,,,,,,,,,,,888,4,,888,1,1,1,1,,,79.1392834437086
