"PROVINCE","DISTRICT","Cluster","HI04","HI05","TYPEHH","HH_WT","M01_01","M01_02","M01_03","M01_04","M01_05","M01_06","M01_07","M01_08","M01_09","M01_10","M01_11","M01_12","M01_OTHER","M02_01","M02_02","M02_03","M02_04","M02_OTHER","M03","M04","M04_OTHER","N01","N02","N11_01","N11_02","N11_03","N11_04","N11_05","N11_06","N11_07","N11_08","N11_09","N11_10","N11_11","N11_13","N11_14","N11_15","N11_16","N11_17","N11_18","N11_20","N11_21","N11_22","N11_23","N11_24","N11_26","N11_27","N11_28","N11_29","N11_30","N11_31","N11_32","N11_33","N11_34","N11_35","N11_37","hhid","camp","ref_weight"
5,53,264,1,16,1,58.9189307692308,,1,1,,,,,,,,,," ",,,,555,16,,1," ","01",2," "," "," "," ","01"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","0102"," "," "," "," "," "," "," ",556401605,,
5,53,264,1,17,1,356.254,1,,,,,,,,,,1,," ",1,,,,,1,2," ","02",2," "," ","0102"," "," "," ","0102"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","0102"," ","0102"," "," "," "," "," ",556401705,,
5,53,264,1,18,1,58.9189307692308,,1,1,,,,,,,,,," ",,,,555,16,,1," ","01",1," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","01","01"," "," "," "," "," "," "," ",556401805,,
5,53,265,2,1,1,716.050453125,,,,,,,,,,,1,," ",1,,,,,,1," ","01",2," "," "," "," ","01"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",556500105,,
5,53,265,2,2,1,716.050453125,,,1,,,,,,,,,," ",1,,,,,,1," ","01",1," "," "," "," ","01"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",556500205,,
5,53,265,2,3,1,716.050453125,,1,1,,,,,,,,1,," ",1,,,,,,2," ","01",1," "," "," "," ","01"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","01"," "," "," "," "," "," "," ",556500305,,
5,53,265,2,4,1,716.050453125,,,1,,,,,,,,,," ",1,,,,,,1," ","02",3," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",556500405,,
5,53,265,2,5,1,218.2249,1,,1,,,1,,,,,,," ",1,,,,,2,3," ","02",2," "," "," ","01"," "," ","02"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","02"," "," "," "," "," "," "," "," ",556500505,,
5,53,265,2,6,1,218.2249,,,1,,,,,,,,1,," ",1,,,,,2,2," ","02",1," "," ","0102"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","02"," "," "," "," "," "," "," ",556500605,,
5,53,265,2,7,1,218.2249,1,,1,,,,,,,,1,," ",1,,,,,2,1," ","01",2," "," ","0102"," "," "," ","0102"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","0102"," "," "," "," "," "," "," ",556500705,,
5,53,265,2,8,1,716.050453125,,1,1,,,,,,,,,," ",1,,,,,,4," ","01",1," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",556500805,,
5,53,265,2,9,1,716.050453125,,1,1,,,,,,,,1,," ",1,,,,,,2," ","02",1," "," "," "," ","01"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","01"," "," "," "," "," "," "," ",556500905,,
5,53,265,2,10,1,716.050453125,,1,1,,,,,,,,,," ",1,,,,,,1," ","02",1," "," "," "," ","02"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",556501005,,
5,53,265,2,11,1,716.050453125,,1,,,,,,,,,,," ",1,,,,,,1," ","01",1," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",556501105,,
5,53,265,2,12,1,218.2249,1,,1,,,,,,,,,," ",1,,,,,2,2," ","02",1," "," "," ","0102"," "," ","0102"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","0102"," "," "," "," "," "," "," ",556501205,,
5,53,265,2,13,1,218.2249,,,1,,,,,,1,1,1,," ",,,1,,,2,3," ","02",2," "," ","0102"," "," "," ","0102"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","0102"," "," "," "," "," "," "," ",556501305,,
5,53,265,2,14,1,218.2249,1,,1,,,,,,,,1,," ",1,,,,,1,1," ","02",1," "," ","0102"," ","0102"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",556501405,,
5,53,265,2,15,1,218.2249,1,,1,,,,,,,,,," ",1,,,,,2,1," ","01",1," "," ","01"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",556501505,,
5,53,265,2,16,1,218.2249,1,,1,,,,,,,,,," ",1,,,,,1,2," ","02",2," "," ","0102"," "," "," ","0102"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","01"," "," "," "," "," "," "," ",556501605,,
5,53,265,2,17,1,218.2249,1,,1,,,,,,,,,," ",1,,,,,1,1," ","01",1," "," ","01"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","01"," "," "," "," "," "," "," ",556501705,,
5,53,265,2,18,1,218.2249,1,,1,,,,,,,,,," ",1,,,,,2,1," ","02",3," "," ","0102"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","0102"," "," "," "," "," "," "," ",556501805,,
5,53,266,2,1,1,1278.00605950413,,1,,,,,,,,,1,," ",1,,,,,,2," ","02",1," "," "," "," ","0102"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",556600105,,
5,53,266,2,2,1,1278.00605950413,1,,1,,,,,,,,,," ",1,,,,,2,2," ","02",1," "," ","0102"," ","0102"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","0102"," "," "," "," "," "," "," ",556600205,,
5,53,266,2,3,1,1278.00605950413,,1,1,1,,,,,,,,," ",,,1,,,,4," ","02",3," "," "," "," ","01"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","06","0102"," "," "," "," "," "," "," ",556600305,,
5,53,266,2,4,1,1278.00605950413,,1,,,,,,,,,,," ",1,,,,,,1," ","02",1," "," "," "," ","01"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",556600405,,
5,53,266,2,5,1,1278.00605950413,,1,1,,,,,,,,,," ",1,,,,,,4," ","01",1," "," "," "," ","01"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",556600505,,
5,53,266,2,6,1,1810.758,1,,1,,,,,,,,1,," ",1,,,,,1,2," ","02",3," "," ","0102"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","0102"," "," "," "," "," "," "," ",556600605,,
5,53,266,2,7,1,1278.00605950413,1,,1,,,,1,,,,,," ",1,,,,,2,2," ","02",1," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",556600705,,
5,53,266,2,8,1,1810.758,,,,,,,,,,,1,," ",1,,,,,1,1," ","01",1," "," ","01"," ","01"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",556600805,,
5,53,266,2,9,1,1810.758,1,,1,,,,,,,,1,," ",1,,,,,1,3," ","02",1," "," ","0102"," ","0102"," ","01"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",556600905,,
5,53,266,2,10,1,1278.00605950413,,1,,,,,,,,,1,," ",1,,,,,2,2," ","02",1," "," "," "," "," "," ","01"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",556601005,,
5,53,266,2,11,1,1278.00605950413,,1,1,,,,,,,,,," ",1,,,,,,1," ","01",1," "," "," "," ","01"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","01"," "," "," "," "," "," "," ",556601105,,
5,53,266,2,12,1,1810.758,1,,,,,,,,,,,," ",1,,,,,1,2," ","02",2," "," "," ","0102"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","01"," "," "," "," "," "," "," "," ",556601205,,
5,53,266,2,13,1,1810.758,,,1,,,,,,,,1,," ",,1,,,,1,2," ","02",3," "," ","0102"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","02"," "," "," "," "," "," "," ",556601305,,
5,53,266,2,14,1,1278.00605950413,,1,1,,,,,,,,1,," ",1,1,1,,,,2," ","02",1," "," "," "," ","0102"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",556601405,,
5,53,266,2,15,1,1278.00605950413,1,,1,,,,,,,,,," ",1,,,,,4,1," ","02",3," "," ","0102"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",556601505,,
5,53,266,2,16,1,1810.758,1,,,,,,,,,,,," ",1,,,,,2,2," ","02",3," "," ","0102"," ","02"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","02"," "," ","0102"," "," "," "," ",556601605,,
5,53,266,2,17,1,1278.00605950413,,1,1,,,,,,,,1,," ",1,,,,,,1," ","02",2," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",556601705,,
5,53,266,2,18,1,1810.758,1,,1,,,,,,,,,," ",1,,,,,1,4," ","01",1," "," "," ","01","01"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","01"," "," "," "," "," "," "," ",556601805,,
5,53,267,1,1,1,38.3749383333333,,1,1,,,,,,,,1,," ",1,,,,,,2," ","02",1," "," "," "," ","01"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",556700105,,
5,53,267,1,2,1,177.1151,1,,,,,,,,,,,," ",1,,,,,1,1," ","01",2," "," ","01"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","01"," "," "," "," "," "," "," ",556700205,,
5,53,267,1,3,1,38.3749383333333,,1,,,,,,,,,,," ",1,,,,,,2," ","01",2," "," "," "," ","01"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",556700305,,
5,53,267,1,4,1,177.1151,1,,,,,,,,,,,," ",1,,,,,1,1," ","02",2," "," ","0102"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","02"," "," "," "," "," "," "," ",556700405,,
5,53,267,1,5,1,38.3749383333333,,1,1,,,,,,,,,," ",1,,,,,,1," ","02",2," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","02"," "," "," "," "," "," "," ",556700505,,
5,53,267,1,6,1,38.3749383333333,,,1,,,,,,,,,," ",1,,,,,,1," ","01",2," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",556700605,,
5,53,267,1,7,1,177.1151,1,,1,1,,,,,,,,," ",1,,,,,2,1," ","02",3," "," ","0102"," "," "," "," "," "," "," "," ","02"," "," "," "," "," "," "," "," "," "," "," "," ","02","0102"," "," "," "," "," "," "," ",556700705,,
5,53,267,1,8,1,177.1151,1,,,,,,,,,,,," ",1,,,,,1,1," ","02",2," "," ","0102"," ","0102","0102","0102"," "," "," "," ","0102"," "," "," "," "," "," "," "," "," "," ","0102"," ","0102","0102"," "," ","0102"," "," "," "," ",556700805,,
5,53,267,1,9,1,38.3749383333333,,1,,,,,,,,,,," ",1,,,,,,2," ","01",3," "," "," "," ","0102"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",556700905,,
5,53,267,1,10,1,177.1151,1,,1,,,,,,,,,," ",1,,,,,1,2," ","02",3," "," ","0102"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","01"," "," "," "," "," "," "," ",556701005,,
5,53,267,1,11,1,177.1151,1,,1,,,,,,,,1,," ",1,,,,,2,2," ","02",1," "," ","0102"," "," "," ","01"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","0102"," "," "," "," "," "," "," ",556701105,,
5,53,267,1,12,1,177.1151,1,,1,,,,,,,,,," ",1,,,,,4,2," ","01",2," "," ","01"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",556701205,,
5,53,267,1,13,1,177.1151,1,,,,,,,,,,,," ",,,,555,16,1,2," ","02",2," "," ","0102"," "," "," "," ","01"," ","01"," ","01"," "," "," "," "," "," "," "," "," "," "," "," ","03","0102"," ","01"," "," "," "," "," ",556701305,,
5,53,267,1,14,1,177.1151,1,,,1,,,,,,,,," ",1,,,,,1,2," ","02",3," "," ","0102"," "," "," ","01","01"," "," "," ","02"," "," "," "," "," "," "," "," "," "," "," ","02","0102","0102"," ","0102"," "," "," "," "," ",556701405,,
5,53,267,1,15,1,177.1151,1,,,,,,,,,,,," ",1,,,,,3,2," ","01",2," "," ","01"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","01"," "," "," "," "," "," "," ",556701505,,
5,53,267,1,16,1,177.1151,,,,,,,,,,,1,," ",,,,555,19,2,1," ","02",1," "," ","0102"," "," "," ","01"," "," "," "," ","0102"," "," "," "," "," "," "," "," "," "," "," "," "," ","0102"," "," ","0102"," "," "," "," ",556701605,,
5,53,267,1,17,1,177.1151,1,,1,,,,,,,,,," ",1,,,,,2,2," ","01",1," "," ","01"," "," "," ","01"," "," "," "," ","01","01"," "," "," "," "," "," "," "," "," "," "," ","01"," "," "," "," "," "," "," "," ",556701705,,
5,53,267,1,18,1,177.1151,1,,1,1,,,,,,,,," ",1,,,,,1,2," ","02",2," "," ","0102"," "," "," ","02"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","0102"," "," "," "," "," "," "," ",556701805,,
5,53,268,1,1,3,30.9653638297872,,1,1,,,,,,,,1,," ",,,,555,16,,1," ","02",2," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",556800105,,
5,53,268,1,2,3,30.9653638297872,,1,1,,,,,,,,,," ",,,,555,16,,1," ","02",1," "," "," "," ","02"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",556800205,,
5,53,268,1,3,3,83.16412,1,,,1,,,,,,,,," ",1,,,,,4,4," ","02",3," "," ","0102"," "," "," "," "," "," "," "," ","0102"," "," "," "," "," "," "," "," "," "," ","0102"," ","0102"," "," "," ","0102"," "," "," "," ",556800305,,
5,53,268,1,4,3,30.9653638297872,,,1,,,,,,,,,," ",,,,555,16,,1," ","03",1," "," "," "," ","0102","01"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",556800405,,
5,53,268,1,5,3,83.16412,1,,,,,,,,,,,," ",1,,,,,1,1," ","01",2," "," ","01"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","01"," "," ","01"," "," "," "," "," ",556800505,,
5,53,268,1,6,3,83.16412,,1,,,,,,,,,,," ",,,1,,,2,1," ","01",2," "," ","0102"," "," "," ","01"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","01"," ","01"," "," "," "," "," "," ",556800605,,
5,53,268,1,7,3,83.16412,1,,1,,,,,,,,,," ",1,,,,,1,2," ","02",2," "," ","0102","0102"," "," "," "," "," "," "," ","0102"," "," "," "," "," "," "," "," "," "," "," "," "," ","0102"," "," "," "," "," "," "," ",556800705,,
5,53,268,1,8,3,83.16412,1,,1,,,,,,,,,," ",1,,,,,1,1," ","03",1," "," ","0102"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","03"," "," "," "," "," "," "," ",556800805,,
5,53,268,1,9,3,30.9653638297872,,1,,,,,,,,,1,," ",1,,,,,,2," ","02",1," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",556800905,,
5,53,268,1,10,3,83.16412,1,,,1,,,,,,,,," ",1,,,,,1,1," ","01",2," "," ","0102"," "," "," "," "," "," "," "," ","0102"," "," "," "," "," "," "," "," "," "," "," ","0102","0102","0102"," "," ","0102"," "," "," "," ",556801005,,
5,53,268,1,11,3,83.16412,1,,,1,,,,,,,,," ",1,,,,,2,2," ","04",1," ","0102","0102"," "," "," ","0102"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","0102"," ","0102"," "," "," "," "," ",556801105,,
5,53,268,1,12,3,83.16412,1,,,,,,,,,,,," ",1,,,,,2,2," ","02",3," "," ","0102"," "," ","0102"," "," "," "," "," ","0102"," "," "," "," "," "," "," "," "," "," ","01","0102","0102","0102"," ","0102"," "," "," "," "," ",556801205,,
5,53,268,1,13,3,83.16412,1,,,1,,,,,,,,," ",1,,,,,2,2," ","01",2," "," ","01","01"," "," ","01"," "," "," "," ","01"," "," "," "," "," "," "," "," "," "," "," "," ","01"," "," ","01"," "," "," "," "," ",556801305,,
5,53,268,1,14,3,83.16412,1,,,1,,,,,,,,," ",1,,,,,1,2," ","02",3," "," ","0102"," "," "," "," "," "," "," "," ","02"," "," "," "," "," "," "," "," "," "," "," ","02","01","01"," "," ","01"," "," "," "," ",556801405,,
5,53,268,1,15,3,83.16412,1,,,1,,,,,,,,," ",1,,,,,1,2," ","02",2," "," ","0102"," "," "," ","02","01"," "," "," ","01"," "," "," "," "," "," "," "," "," "," "," ","02","0102","0102"," "," ","01"," "," "," "," ",556801505,,
5,53,268,1,16,3,83.16412,1,,1,,,,,,,,,," ",1,,,,,1,2," ","02",2," "," ","0102"," "," "," "," "," "," "," "," ","02"," "," "," "," "," "," "," "," "," "," "," "," ","02","0102"," "," "," "," "," "," "," ",556801605,,
5,53,268,1,17,3,83.16412,,1,,,,,,,,,,," ",,,,555,19,1,2," ","03",3," "," ","0102"," "," "," "," "," "," "," "," ","0102"," "," "," "," "," "," "," "," "," "," ","0102","0102","0102","0102"," "," ","0102","0102"," "," "," ",556801705,,
5,53,268,1,18,3,83.16412,1,,,1,,,,,,,,," ",1,,,,,2,2," ","02",3," "," ","0102"," "," "," ","0102","0102"," "," "," "," "," "," "," "," "," "," "," "," "," "," ","01"," ","0102","0102"," ","0102"," "," "," "," "," ",556801805,,
5,53,269,2,1,3,71.40509,,,1,1,,,,,,,,," ",1,,,,,,1," ","02",3," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","02"," "," "," "," "," "," "," ",556900105,,
5,53,269,2,2,3,71.40509,,,1,,,,,,,,,," ",1,,,,,,1," ","02",1," "," ","0102"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",556900205,,
5,53,269,2,3,3,71.40509,,,1,,,,,,,,,," ",1,,,,,,1," ","01",2," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",556900305,,
5,53,269,2,4,3,71.40509,,1,,,,,,,,,,," ",1,,,,,,1," ","01",1," "," "," "," ","01"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",556900405,,
5,53,269,2,5,3,71.40509,,1,1,,,,,,,,,," ",1,,,,,,1," ","02",1," "," "," "," ","0102"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",556900505,,
5,53,269,2,6,3,71.40509,1,,1,,,,,,,,,," ",1,,1,,,1,1," ","01",1," "," ","0102"," "," "," ","0102"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","01"," "," "," "," "," "," "," ",556900605,,
5,53,269,2,7,3,71.40509,,1,,,,,,,,,1,," ",1,,,,,,1," ","02",1," "," "," "," ","01"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",556900705,,
5,53,269,2,8,3,71.40509,,1,1,,,,,,,,,," ",1,,,,,3,1," ","01",1," "," ","0102"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","02"," "," "," "," "," "," "," ",556900805,,
5,53,269,2,9,3,71.40509,,1,1,,,,,,,,,," ",1,,1,,,2,1," ","02",1," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",556900905,,
5,53,269,2,10,3,71.40509,,1,1,,,,,,,,1,," ",1,,,,,,2," ","02",1," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",556901005,,
5,53,269,2,11,3,71.40509,1,,1,,,,,,,,1,," ",1,,1,,,1,2," ","02",1," ","0102","0102"," "," "," ","0102"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","01"," "," "," "," "," "," "," ",556901105,,
5,53,269,2,12,3,71.40509,,1,1,,,,,,,,,," ",1,,,,,,3," ","02",1," "," "," "," ","0102"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",556901205,,
5,53,269,2,13,3,71.40509,,1,,,,,,,,,,," ",1,,,,,,2," ","01",1," "," "," "," ","01"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",556901305,,
5,53,269,2,14,3,71.40509,1,,,,,,1,,1,,,," ",1,,,,,2,2," ","02",2," "," "," ","0102"," "," ","0102"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",556901405,,
5,53,269,2,15,3,71.40509,,,1,,,,,,,,,," ",1,,,,,,1," ","02",1," "," ","0102"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",556901505,,
5,53,269,2,16,3,71.40509,,1,,,,,,,,,1,," ",1,,,,,,1," ","01",1," "," "," "," ","01"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",556901605,,
5,53,269,2,17,3,71.40509,,1,,,,,,,,,1,," ",1,,,,,,3," ","02",1," "," "," "," ","01"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",556901705,,
5,53,269,2,18,3,71.40509,1,,1,,,,,,,,1,," ",1,,,,,2,2," ","01",2," "," "," ","0102"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",556901805,,
5,53,270,2,1,3,75.75729,,,,,,,,,,,1,," ",,,1,,,4,2," ","02",3," "," ","0102"," ","02"," ","02"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","0102"," ","0102"," "," "," "," "," ",557000105,,
5,53,270,2,2,3,53.9244598958333,,1,,,,,,,,,1,," ",1,,,,,4,2," ","02",1," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",557000205,,
5,53,270,2,3,3,53.9244598958333,1,,1,,,,,,,,,," ",1,,1,,,1,2," ","01",1," "," ","01"," "," "," ","01"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","01"," "," "," "," "," "," "," ",557000305,,
5,53,270,2,4,3,53.9244598958333,,,1,,,,,,,,,," ",1,,,,,,1," ","01",2," "," "," "," ","01","01"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",557000405,,
5,53,270,2,5,3,53.9244598958333,,1,1,,,,,,,,1,," ",1,,,,,,2," ","01",2," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",557000505,,
5,53,270,2,6,3,53.9244598958333,1,,1,,,,,,,,1,," ",1,,1,,,3,2," ","01",1," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","01"," "," "," "," "," "," "," ",557000605,,
5,53,270,2,7,3,53.9244598958333,,1,1,,,,,,,,,," ",1,,,,,,1," ","02",1," "," "," "," ","02"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",557000705,,
5,53,270,2,8,3,53.9244598958333,,1,1,,,,,,,,,," ",1,,,,,5,1," ","01",1," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","01"," "," "," "," "," "," "," "," ",557000805,,
5,53,270,2,9,3,53.9244598958333,,1,,,,,,,,,,," ",1,,,,,,1," ","01",1," "," "," "," ","01"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",557000905,,
5,53,270,2,10,3,75.75729,1,,1,,,,,,,,,," ",1,,,,,1,2," ","02",1," "," ","0102"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","0102"," "," "," "," "," "," "," ",557001005,,
5,53,270,2,11,3,75.75729,1,,1,,,,,,,,,," ",1,,,,,1,2," ","02",2," "," ","0102"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","02"," "," "," "," "," "," "," ",557001105,,
5,53,270,2,12,3,75.75729,1,,1,,,,,,,,,," ",1,,,,,1,2," ","02",1," "," ","0102"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","02"," "," "," "," "," "," "," ",557001205,,
5,53,270,2,13,3,75.75729,1,,1,,,,,,,,,," ",1,,,,,1,2," ","02",1," "," ","0102"," "," ","02"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","0102"," "," "," "," "," "," "," ",557001305,,
5,53,270,2,14,3,75.75729,,,1,1,,,1,,,,,," ",,,1,,,1,2," ","02",3," "," ","0102"," ","01"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","0102"," "," "," "," "," "," "," ",557001405,,
5,53,270,2,15,3,75.75729,1,,1,1,,,,,,,,," ",1,,,,,1,2," ","02",1," "," ","0102"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","03","0102"," "," "," "," "," "," "," ",557001505,,
5,53,270,2,16,3,75.75729,1,,1,,,,,,,,1,," ",1,,,,,1,2," ","01",2," "," ","0102"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","0102"," "," "," "," "," "," "," ",557001605,,
