"Cluster","HI05","HH_WT","PROVINCE","DISTRICT","HI04","TYPEHH","C128","C135_6","C135_Other","C144","C144_OTHER","C149A","C149B","C149_OTHER","C129","C130","C131","C132","C133","C134","C135_1","C135_2","C135_3","C135_4","C135_5","C136","C137_1","C137_2","C137_3","C137_4","C137_5","C137_6","C138","C139","C140","C141","C142","C143","C145","C146","C147","C148","C150","C151","hhid","camp","ref_weight"
272,16,,5,53,2,2,1,555,3,,,1,6,,1,1,1,0,2,0,,,,,,1,,,,,,,1,,,1,"01",1,15000,0,0,6,,2,557201605,5,18.5555553436279
272,18,,5,53,2,2,1,555,3,,,1,111,,3,1,1,0,3,0,,,,,,1,,,,,,,3,888,0,1,"02",1,22000,0,0,16,,1,557201805,5,18.5555553436279
273,1,,5,53,2,2,1,,,4,,111,111,,3,1,1,0,2,0,,,,,111,0,,,,,111,,3,888,0,2,"01",2,,,1,3,,1,557300105,5,18.5555553436279
273,2,,5,53,2,2,1,,,4,,111,111,,3,1,1,1,3,1,,,,,111,0,,,,,111,,2,7,0,3,"02",2,,,1,3,,1,557300205,5,18.5555553436279
273,5,,5,53,2,2,1,,,4,,111,111,,3,1,1,1,3,0,,,,,111,0,,,,,111,,2,7,0,3,"01",2,,,1,3,,1,557300505,5,18.5555553436279
273,6,,5,53,2,2,1,,,4,,111,111,,3,1,1,1,3,1,,,,,111,0,,,,,111,,2,7,0,2,"01",2,,,1,3,,1,557300605,5,18.5555553436279
273,7,,5,53,2,2,1,,,1,,1,111,,3,1,1,1,3,0,,,,,111,0,,,,,111,,2,10,0,1,"02",2,,,0,4,,3,557300705,5,18.5555553436279
273,8,,5,53,2,2,1,,,4,,111,111,,3,1,1,1,3,0,,,,,111,0,,,,,111,,2,7,0,3,"02",2,,,1,3,,1,557300805,5,18.5555553436279
273,9,,5,53,2,2,1,,,3,,1,111,,3,1,1,0,3,0,,,,,111,0,,,,,111,,3,888,0,1,"0102",2,,,0,3,,1,557300905,5,18.5555553436279
273,12,,5,53,2,2,1,,,1,,1,111,,3,1,1,1,3,0,,,,,111,0,,,,,111,,2,8,0,1,"01",2,,,1,888,,3,557301205,5,18.5555553436279
273,13,,5,53,2,2,1,,,4,,111,111,,3,1,1,0,3,0,,,,,111,0,,,,,111,,3,888,0,2,"01",2,,,1,3,,1,557301305,5,18.5555553436279
273,16,,5,53,2,2,1,,,4,,7,111,,3,1,1,1,3,0,,,,,111,0,,,,,111,,2,7,0,2,"01",2,,,1,2,0,1,557301605,5,18.5555553436279
273,18,,5,53,2,2,1,,,4,,111,111,,3,1,1,1,4,0,,,,,111,0,,,,,111,,2,7,0,3,"01",2,,,1,3,,1,557301805,5,18.5555553436279
274,1,,5,53,2,2,1,,,,,1,111,,3,1,1,1,3,0,,,,,111,0,,,,,111,,2,17,0,3,"01",1,105000,1,1,12,,1,557400105,5,18.5555553436279
274,4,,5,53,2,2,1,,,,,1,4,,3,1,1,1,3,1,,,,,111,0,,,,,111,,2,50,0,1,"01",1,52200,1,1,12,1,1,557400405,5,18.5555553436279
274,6,,5,53,2,2,1,,,,,111,111,,3,1,1,1,3,0,,,,,111,0,,,,,111,,2,17,0,4,"0102",1,270000,1,1,18,,1,557400605,5,18.5555553436279
274,7,,5,53,2,2,1,555,15,,,1,111,,3,1,1,1,3,0,,,,,,1,,,,,,,2,17,0,3,"01",1,104000,1,1,3,,1,557400705,5,18.5555553436279
274,9,,5,53,2,2,1,555,15,,,4,111,,3,1,1,0,3,0,,,,,,1,,,,,,,3,888,0,1,"01",1,90000,1,1,6,0,1,557400905,5,18.5555553436279
274,10,,5,53,2,2,1,555,16,1,,111,111,,3,1,1,1,3,1,,,,,,1,,,,,,,2,50,0,1,"01",2,,,1,24,,3,557401005,5,18.5555553436279
274,11,,5,53,2,2,1,555,16,,,6,2,,3,1,1,1,2,1,,,,,,1,,,,,,,2,22,0,3,"01",1,208800,1,1,12,,1,557401105,5,18.5555553436279
274,12,,5,53,2,2,1,,,,,2,6,,3,1,1,1,3,1,,,,,111,0,,,,,111,,2,50,0,1,"01",1,90000,1,1,3,,1,557401205,5,18.5555553436279
274,13,,5,53,2,2,1,555,18,,,2,6,,3,1,1,1,3,1,,,,,,1,,,,,,,2,5,0,4,"01",1,172000,1,1,24,,1,557401305,5,18.5555553436279
274,14,,5,53,2,2,1,,,,,1,2,,2,1,1,0,1,0,,,,,111,0,,,,,111,,1,,,1,"01",1,93600,1,1,12,,1,557401405,5,18.5555553436279
274,16,,5,53,2,2,1,555,18,,,1,2,,3,1,1,1,2,1,,,,,,1,,,,,,,2,888,0,3,"02",1,104400,1,1,12,,1,557401605,5,18.5555553436279
274,17,,5,53,2,2,1,,,,,7,1,,3,1,1,1,7,1,,,,,111,0,,,,,111,,2,50,0,6,"02",1,60000,1,1,12,1,1,557401705,5,18.5555553436279
274,18,,5,53,2,2,2,555,3,1,,111,111,,2,0,1,1,3,0,,,,,,1,,,,,,,2,888,0,1,"01",2,,,0,3,,1,557401805,5,18.5555553436279
274,18,,5,53,2,2,1,,,,,3,111,,3,1,1,1,6,1,1,,,1,,1,,,,,,,3,50,0,1,"01",1,200000,0,0,20,,3,557401805,5,18.5555553436279
275,1,,5,53,2,2,1,,,4,,6,111,,2,1,3,0,1,0,,,,,111,0,,,,,111,,1,,,1,"01",2,,,0,3,,2,557500105,5,18.5555553436279
275,2,,5,53,2,2,1,555,15,,,1,111,,2,1,1,0,3,0,,,,,,1,,,,,,,2,7,0,1,"01",1,62000,1,1,4,,1,557500205,5,18.5555553436279
275,3,,5,53,2,2,1,555,3,,,3,1,,3,1,1,1,1,0,,,,,,1,,,,,,,3,888,0,2,"01",1,93000,1,0,9,,1,557500305,5,18.5555553436279
275,4,,5,53,2,2,1,555,14,4,,1,3,,1,1,1,0,1,0,,,,,,1,,,,,,,1,,,2,"02",2,,,0,4,,4,557500405,5,18.5555553436279
275,7,,5,53,2,2,1,,,4,,111,111,,2,1,1,1,3,0,,,,,111,0,,,,,111,,2,6,0,1,"01",2,,,0,24,,2,557500705,5,18.5555553436279
275,9,,5,53,2,2,1,,,,,2,111,,3,1,1,1,4,1,1,,,1,,1,,,,,,,3,888,0,4,"0102",1,216000,1,1,12,,1,557500905,5,18.5555553436279
275,10,,5,53,2,2,1,,,4,,6,7,,2,1,1,0,3,0,,,,,111,0,,,,,111,,2,12,0,3,"01",2,,,0,3,0,555,557501005,5,18.5555553436279
275,11,,5,53,2,2,1,555,15,,,3,1,,2,1,1,1,3,0,,,,,,1,,,,,,,2,7,0,2,"0102",1,87000,1,1,4,,1,557501105,5,18.5555553436279
275,12,,5,53,2,2,1,555,15,,,3,111,,2,1,1,0,3,0,,,,,,1,,,,,,,2,7,0,2,"01",1,62400,1,1,4,,1,557501205,5,18.5555553436279
275,13,,5,53,2,2,1,,,,,111,111,,3,1,1,1,3,1,1,,,1,,1,,,,,,,3,888,0,3,"01",1,104400,1,1,24,,1,557501305,5,18.5555553436279
275,15,,5,53,2,2,1,555,3,,,3,111,,1,1,1,0,2,0,,,,,,1,,,,,,,2,7,0,1,"01",1,20800,1,1,12,,1,557501505,5,18.5555553436279
275,17,,5,53,2,2,1,,,,,6,7,,2,1,3,1,2,0,,,,,111,0,,,,,111,,2,17,0,3,"03",1,2900,1,1,3,0,1,557501705,5,18.5555553436279
276,1,,5,53,2,2,1,555,15,,,1,4,,2,1,1,0,2,0,,,,,,1,,,,,,,2,5,0,1,"01",1,12000,0,0,3,1,4,557600105,5,18.5555553436279
276,3,,5,53,2,2,1,555,15,,,1,3,,2,1,1,1,3,0,,,,,,1,,,,,,,2,7,0,2,"01",1,93600,1,1,3,,1,557600305,5,18.5555553436279
276,4,,5,53,2,2,1,555,18,,,1,7,,2,1,1,0,3,0,,,,,,1,,,,,,,2,7,0,2,"02",1,93600,1,1,4,1,1,557600405,5,18.5555553436279
276,6,,5,53,2,2,1,555,15,,,3,111,,2,1,1,0,3,0,,,,,,1,,,,,,,2,7,0,2,"01",1,93600,1,1,10,,1,557600605,5,18.5555553436279
276,7,,5,53,2,2,1,555,15,,,3,111,,2,1,1,1,3,0,,,,,,1,,,,,,,2,17,0,2,"01",1,93600,1,1,12,,1,557600705,5,18.5555553436279
276,8,,5,53,2,2,1,,,,,3,1,,3,1,1,1,5,1,1,,,1,,1,,,,,,,3,888,0,2,"0102",1,104400,1,1,6,,1,557600805,5,18.5555553436279
276,9,,5,53,2,2,1,555,15,,,1,3,,2,1,1,0,3,0,,,,,,1,,,,,,,2,7,0,2,"01",1,93600,1,1,3,,1,557600905,5,18.5555553436279
276,10,,5,53,2,2,1,,,,,6,1,,3,1,1,1,3,0,,,,,111,0,,,,,111,,2,8,0,2,"02",1,1333400,1,0,888,,1,557601005,5,18.5555553436279
276,11,,5,53,2,2,1,,,,,2,4,,3,1,1,1,2,0,,,,,111,0,,,,,111,,2,8,0,2,"01",1,115000,1,0,888,0,1,557601105,5,18.5555553436279
276,13,,5,53,2,2,1,,,,,6,3,,3,1,1,0,3,0,,,,,111,0,,,,,111,,3,888,0,2,"01",1,119600,1,0,888,,1,557601305,5,18.5555553436279
276,15,,5,53,2,2,1,,,,,1,6,,3,1,1,1,3,0,,,,,111,0,,,,,111,,2,8,0,2,"01",1,119600,1,0,888,,1,557601505,5,18.5555553436279
276,16,,5,53,2,2,1,,,,,1,4,,3,1,1,1,3,0,,,,,111,0,,,,,111,,2,8,0,2,"02",1,133400,1,0,888,0,1,557601605,5,18.5555553436279
276,17,,5,53,2,2,1,,,,,6,111,,3,1,1,0,1,0,,,,,111,0,,,,,111,,1,,,1,"01",1,3000,0,0,888,,4,557601705,5,18.5555553436279
276,18,,5,53,2,2,1,,,,,6,2,,3,1,1,0,3,0,,,,,111,0,,,,,111,,3,888,0,1,"01",1,119600,1,0,888,,1,557601805,5,18.5555553436279
277,1,,5,53,2,2,1,,,3,,111,111,,3,1,1,0,1,0,,,,,111,0,,,,,111,,1,,,1,"01",2,,,0,3,,2,557700105,5,18.5555553436279
277,2,,5,53,2,2,1,,,,,111,111,,3,1,1,0,3,1,,,,,111,0,,,,,111,,3,888,0,1,"01",1,35000,0,0,3,,1,557700205,5,18.5555553436279
277,3,,5,53,2,2,1,,,4,,111,111,,3,1,1,0,2,0,,,,,111,0,,,,,111,,3,888,0,3,"01",2,,,1,4,,1,557700305,5,18.5555553436279
277,5,,5,53,2,2,1,,,4,,111,111,,3,1,1,1,3,1,,,,,111,0,,,,,111,,2,7,0,5,"0102",2,,,1,6,,1,557700505,5,18.5555553436279
277,9,,5,53,2,2,1,,,4,,555,111,7,3,1,1,1,3,0,,,,,111,0,,,,,111,,2,7,0,1,"01",2,,,1,4,,1,557700905,5,18.5555553436279
277,10,,5,53,2,2,1,,,,,3,111,,3,1,1,1,3,0,,,,1,,1,,,,,,,3,888,0,3,"01",1,104400,1,1,12,,1,557701005,5,18.5555553436279
277,11,,5,53,2,2,1,555,3,1,,1,3,,3,1,1,0,3,0,,,,,,1,,,,,,,3,888,0,1,"02",2,,,0,9,,2,557701105,5,18.5555553436279
277,13,,5,53,2,2,1,,,3,,1,3,,3,1,1,1,1,0,,,,1,,1,,,,,,,3,888,0,1,"02",2,,,0,10,,4,557701305,5,18.5555553436279
277,14,,5,53,2,2,1,,,,,3,111,,3,1,1,1,3,0,,,,1,,1,,,,,,,3,888,0,1,"02",1,10300,1,1,12,,1,557701405,5,18.5555553436279
277,15,,5,53,2,2,1,555,3,,,2,1,,3,1,1,1,3,1,,,,,,1,,,,,,,2,5,0,1,"03",1,93000,1,0,12,,1,557701505,5,18.5555553436279
277,17,,5,53,2,2,1,,,,,1,111,,1,1,1,0,1,0,,,,1,,1,,,,,,,3,888,0,3,"01",1,22000,1,0,1,,1,557701705,5,18.5555553436279
278,2,,5,53,2,2,1,555,15,,,555,111,6,1,1,1,0,1,0,,,,,,1,,,,,,,1,,,7,"01",1,15000,0,0,24,,555,557800205,5,18.5555553436279
278,3,,5,53,2,2,1,555,15,,,3,111,,2,1,1,1,3,1,,,,,,1,,,,,,,2,12,0,2,"02",1,115200,1,1,12,,1,557800305,5,18.5555553436279
278,9,,5,53,2,2,1,,,,,2,111,,3,1,1,0,3,0,,,,,111,0,,,,,111,,3,888,0,1,"01",1,93000,1,1,6,,1,557800905,5,18.5555553436279
278,10,,5,53,2,2,1,555,15,,,1,111,,3,1,1,0,3,0,,,,,,1,,,,,,,3,888,0,3,"0102",1,104000,1,1,3,,1,557801005,5,18.5555553436279
278,15,,5,53,2,2,1,555,18,,,7,4,,2,1,1,1,3,0,,,,,,1,,,,,,,2,5,0,3,"01",1,104400,1,1,24,0,1,557801505,5,18.5555553436279
279,1,,5,53,2,2,1,,,,,3,111,,3,1,1,1,3,0,,,,1,,1,,,,,,,3,888,0,2,"01",1,93000,1,0,12,,1,557900105,5,18.5555553436279
279,2,,5,53,2,2,1,555,3,,,1,3,,3,1,1,1,3,0,,,,,,1,,,,,,,2,5,0,4,"02",1,10600,1,1,12,,1,557900205,5,18.5555553436279
279,3,,5,53,2,2,1,,,,,1,6,,2,1,1,0,2,0,,,,,111,0,,,,,111,,2,50,0,1,"02",1,11000,0,1,2,,1,557900305,5,18.5555553436279
279,4,,5,53,2,2,1,555,16,,,1,6,,3,1,1,1,3,1,,,,,,1,,,,,,,2,5,0,1,"02",1,93600,1,1,3,,1,557900405,5,18.5555553436279
279,6,,5,53,2,2,1,,,,,3,111,,3,1,1,0,3,0,,,,,111,0,,,,,111,,3,888,0,3,"01",1,22000,1,1,3,,1,557900605,5,18.5555553436279
279,8,,5,53,2,2,1,,,3,,111,111,,3,1,1,1,3,0,,,,,111,0,,,,,111,,2,8,0,2,"01",2,,,0,888,,1,557900805,5,18.5555553436279
279,10,,5,53,2,2,1,,,4,,6,1,,2,1,1,1,3,0,,,,,111,0,,,,,111,,2,60,0,1,"01",2,,,0,10,,2,557901005,5,18.5555553436279
279,16,,5,53,2,2,1,,,,,6,4,,2,1,1,1,3,1,,,,,111,0,,,,,111,,2,12,0,3,"05",1,2900,1,1,3,0,1,557901605,5,18.5555553436279
279,17,,5,53,2,2,1,,,,,1,4,,1,1,1,0,1,0,,,,,111,0,,,,,111,,1,,,1,"01",1,9000,0,1,4,0,4,557901705,5,18.5555553436279
280,4,628.5525,5,54,2,1,1,555,3,,,111,111,,3,1,1,0,2,0,,,,,,1,,,,,,,3,888,0,1,"01",1,28000,0,0,4,,3,568000405,,
280,7,628.5525,5,54,2,1,1,,,2,,4,6,,2,1,3,1,1,0,,,,,111,0,,,,,111,,1,,,4,"01",2,,,0,12,0,555,568000705,,
280,9,628.5525,5,54,2,1,1,555,14,1,,3,111,,3,1,1,0,2,0,,,,,,1,,,,,,,3,888,0,6,"01",2,,,0,3,,2,568000905,,
280,20,628.5525,5,54,2,1,1,,,,,111,111,,3,1,1,0,2,0,,,,,111,0,,,,,111,,3,888,0,4,"01",1,55000,0,0,12,,1,568002005,,
282,11,155.5122,5,54,1,1,1,,,,,111,111,,2,1,1,1,4,0,,,,,111,0,,,,,111,,2,888,1,5,"01",1,130000,1,1,4,,1,568201105,,
283,2,26.4913280254777,5,54,1,1,1,,,,,111,111,,1,1,1,0,1,0,,,,,111,0,,,,,111,,1,,,1,"01",1,8000,0,0,12,,555,568300205,,
283,3,26.4913280254777,5,54,1,1,1,,,4,,6,7,,1,1,1,0,1,0,,,,,111,0,,,,,111,,1,,,2,"01",2,,,0,3,0,3,568300305,,
284,2,504.9064453125,5,54,2,1,1,555,3,,,6,111,,2,1,1,0,1,0,,,,,,1,,,,,,,2,20,0,1,"02",1,1000,0,0,2,,1,568400205,,
285,12,974.5554,5,54,2,1,1,555,14,,,2,7,,3,1,1,1,3,1,,,,,,1,,,,,,,2,12,0,2,"01",1,75000,1,0,2,0,1,568501205,,
286,2,1101.067,5,54,2,1,1,,,2,,1,3,,3,1,1,0,3,0,,,,,111,0,,,,,111,,3,888,0,6,"01",2,,,0,3,,3,568600205,,
286,6,1101.067,5,54,2,1,1,,,,,4,3,,2,1,1,1,3,1,,,,,111,0,,,,,111,,2,888,0,2,"01",1,75000,1,0,15,0,2,568600605,,
286,8,1101.067,5,54,2,1,1,,,,,111,111,,2,1,1,1,3,1,,,,,111,0,,,,,111,,2,888,0,5,"01",1,130000,1,0,12,,2,568600805,,
286,10,1101.067,5,54,2,1,1,,,,,111,111,,3,1,1,0,2,0,,,,,111,0,,,,,111,,3,888,0,2,"01",1,15000,0,1,12,,2,568601005,,
286,11,1101.067,5,54,2,1,1,,,,,3,111,,3,1,1,1,3,0,,,,,111,0,,,,,111,,2,888,0,2,"01",1,91000,1,0,3,,1,568601105,,
286,12,1101.067,5,54,2,1,1,,,,,111,111,,3,1,1,1,3,0,1,,,,,1,,,,,,,3,50,1,3,"01",1,9000,1,1,12,,1,568601205,,
286,13,1101.067,5,54,2,1,1,,,,,1,2,,2,1,1,1,4,0,,,,,111,0,,,,,111,,2,888,0,2,"01",1,240000,1,1,14,,1,568601305,,
286,14,1101.067,5,54,2,1,1,,,,,4,7,,3,1,1,1,1,0,1,,,,,1,,,,,,,3,50,0,2,"01",1,48000,1,1,3,0,1,568601405,,
286,15,1101.067,5,54,2,1,1,,,,,2,111,,2,1,1,0,3,0,,,,,111,0,,,,,111,,3,50,0,2,"01",1,439000,1,1,4,,1,568601505,,
286,16,1101.067,5,54,2,1,1,,,,,111,111,,3,1,1,0,4,1,,,,,111,0,,,,,111,,3,888,0,4,"01",1,80000,1,0,4,,1,568601605,,
286,17,1101.067,5,54,2,1,1,,,,,111,111,,3,1,1,1,3,1,,,,,111,0,,,,,111,,2,12,0,5,"01",1,215000,1,0,24,,1,568601705,,
286,18,1101.067,5,54,2,1,1,,,,,4,111,,2,1,1,1,3,1,,,,,111,0,,,,,111,,2,888,0,5,"0102",1,130000,1,0,24,0,1,568601805,,
286,19,1101.067,5,54,2,1,1,,,,,111,111,,2,1,1,1,3,0,,,,,111,0,,,,,111,,2,888,0,4,"02",1,75000,1,0,4,,2,568601905,,
286,21,1101.067,5,54,2,1,1,,,,,555,555,11,3,1,1,1,1,1,1,,,,,1,,,,,,,3,55,1,3,"01",1,68000,1,1,4,,1,568602105,,
287,8,266.495759398496,5,55,2,1,1,,,,,5,2,,2,1,1,1,2,0,,,,,111,0,,,,,111,,2,17,0,5,"02",1,96000,1,0,4,0,1,578700805,,
287,9,266.495759398496,5,55,2,1,1,,,,,7,111,,3,1,1,0,3,0,1,,,,,1,,,,,,,3,888,0,3,"0102",1,30000,1,0,3,0,1,578700905,,
288,2,23.3553164556962,5,55,1,1,1,,,,,111,111,,3,1,1,1,3,1,1,,,,,1,,,,,,,3,50,0,1,"01",1,95000,1,1,4,,1,578800205,,
288,4,23.3553164556962,5,55,1,1,1,,,,,4,3,,3,1,1,1,5,0,1,,,,,1,,,,,,,3,55,0,6,"0102",1,740000,1,1,15,0,1,578800405,,
288,6,23.3553164556962,5,55,1,1,1,,,,,2,1,,2,1,1,1,3,1,1,,,,,1,,,,,,,3,888,0,3,"01",1,700000,1,1,18,,1,578800605,,
288,9,23.3553164556962,5,55,1,1,1,,,,,1,3,,3,1,1,0,1,0,,,,,111,0,,,,,111,,1,,,1,"01",1,9000,1,0,1,,4,578800905,,
289,2,1183.564,5,55,2,1,1,,,1,,6,111,,2,1,1,1,3,1,,,,,111,0,,,,,111,,2,12,0,1,"01",2,,,0,4,,1,578900205,,
289,3,1183.564,5,55,2,1,1,,,2,,111,111,,2,1,1,1,3,1,,,,1,,1,,,,,,,3,888,0,1,"01",2,,,1,2,,1,578900305,,
289,6,1183.564,5,55,2,1,1,,,,,7,1,,3,1,1,1,2,0,,,,,111,0,,,,,111,,2,888,0,5,"01",1,70000,1,1,4,0,1,578900605,,
289,10,1183.564,5,55,2,1,1,,,,,111,111,,2,1,1,1,4,1,,,,1,,1,,,,,,,3,888,0,7,"03",1,5000,1,1,24,,1,578901005,,
289,11,1183.564,5,55,2,1,1,,,4,,111,111,,3,1,1,1,3,1,,,,,111,0,,,,,111,,2,888,0,1,"01",2,,,1,2,,1,578901105,,
289,16,1183.564,5,55,2,1,1,,,2,,111,111,,2,1,1,1,3,1,,,,,111,0,,,,,111,,2,10,0,1,"0102",2,,,1,24,,1,578901605,,
290,8,14.105018212766,5,55,2,3,1,,,,,111,111,,2,1,1,1,3,1,,,,,111,0,,,,,111,,2,10,0,3,"0102",1,40000,0,1,24,,1,579000805,,
291,7,59.8551639130435,5,55,2,3,1,555,18,,,1,2,,1,1,1,1,3,0,,,,,,1,,,,,,,2,888,0,3,"0102",1,75000,1,1,3,,555,579100705,,
291,7,59.8551639130435,5,55,2,3,2,,,,,2,1,,1,0,1,1,1,0,,,,,111,0,,,,,111,,2,888,0,3,"0102",1,75000,1,1,3,,555,579100705,,
291,11,59.21156,5,55,2,3,3,,,,,1,2,,1,0,1,1,1,1,,,,,111,0,,,,,111,,2,12,0,1,"01",1,3800,1,0,6,,1,579101105,,
291,11,59.21156,5,55,2,3,1,,,,,2,1,,1,1,1,1,1,1,,,,,111,0,,,,,111,,2,12,0,1,"01",1,3800,1,0,6,,1,579101105,,
291,11,59.21156,5,55,2,3,2,,,,,1,2,,1,0,1,1,3,1,1,,1,,,1,,,,,,,3,888,0,1,"01",1,3800,1,0,6,,1,579101105,,
291,21,59.21156,5,55,2,3,1,,,,,2,3,,2,1,1,1,3,1,,,,,111,0,,,,,111,,2,888,0,2,"0102",1,74000,1,0,12,,2,579102105,,
291,21,59.21156,5,55,2,3,2,,,,,2,3,,3,0,1,1,3,0,,,,,111,0,,,,,111,,2,888,0,2,"0102",1,74000,1,0,12,,1,579102105,,
293,13,44.492,5,55,2,3,1,,,,,1,2,,2,1,1,1,3,0,,,,,111,0,,,,,111,,2,12,0,1,"01",1,80000,1,0,3,,1,579301305,,
293,13,44.492,5,55,2,3,2,,,,,1,2,,2,0,1,1,3,1,,,,,111,0,,,,,111,,2,12,0,1,"01",1,80000,1,0,3,,1,579301305,,
294,6,630.286,5,55,2,1,1,,,,,3,2,,1,0,1,1,1,0,,,,,111,0,,,,,111,,2,6,1,1,"0102",1,5000,1,1,888,,555,579400605,,
294,6,630.286,5,55,2,1,2,,,,,2,1,,1,1,1,1,1,0,,,,,111,0,,,,,111,,2,6,0,1,"0102",1,5000,1,1,12,,555,579400605,,
296,6,7.95912688172043,5,55,2,3,1,,,,,4,6,,2,0,1,1,3,0,,,,,111,0,,,,,111,,2,888,0,2,"01",1,2000,1,0,3,,2,579600605,,
296,6,7.95912688172043,5,55,2,3,2,,,,,6,1,,1,1,1,1,1,0,,,,,111,0,,,,,111,,2,888,0,2,"01",1,2000,1,0,3,0,4,579600605,,
296,17,67.2908,5,55,2,3,1,,,2,,5,3,,2,1,1,0,3,0,,,,,111,0,,,,,111,,2,8,0,6,"0102",2,,,0,7,0,555,579601705,,
297,1,54.5306142265193,5,55,2,3,1,,,,,111,111,,3,1,1,1,4,0,1,,,,,1,,,,,,,3,888,1,3,"02",1,130000,1,0,3,,1,579700105,,
298,8,579.352976190476,5,55,2,1,2,,,,,2,1,,2,1,1,1,2,0,,,,,111,0,,,,,111,,2,17,0,3,"01",1,80000,1,0,3,,2,579800805,,
298,8,579.352976190476,5,55,2,1,1,,,,,1,2,,2,0,1,1,2,0,,,,,111,0,,,,,111,,2,17,0,3,"01",1,80000,1,0,3,,2,579800805,,
299,2,,5,55,2,2,1,,,4,,1,4,,1,1,1,0,1,0,,,,,111,0,,,,,111,,1,,,4,"01",2,,,0,3,0,4,579900205,3,106.034248352051
299,3,,5,55,2,2,1,555,18,,,4,3,,1,1,1,1,1,0,,,,,,1,,,,,,,1,,,3,"02",1,10000,0,0,12,0,2,579900305,3,106.034248352051
299,7,,5,55,2,2,1,,,1,,4,111,,1,1,1,0,1,0,,,,,111,0,,,,,111,,1,,,3,"01",2,,,0,3,1,3,579900705,3,106.034248352051
299,10,,5,55,2,2,1,,,1,,4,111,,1,1,1,0,1,0,,,,,111,0,,,,,111,,1,,,3,"01",2,,,0,3,0,3,579901005,3,106.034248352051
299,11,,5,55,2,2,1,555,9,1,,111,111,,3,1,1,1,3,1,,,,,,1,,,,,,,2,12,0,3,"01",2,,,0,5,,2,579901105,3,106.034248352051
299,16,,5,55,2,2,1,,,,,3,4,,1,1,1,0,1,0,,,,,111,0,,,,,111,,1,,,1,"02",1,9000,0,0,3,0,3,579901605,3,106.034248352051
300,1,,5,55,2,2,3,,,,,111,111,,3,0,1,1,3,0,,,,,111,0,,,,,111,,2,10,0,3,"02",1,130000,0,0,24,,3,580000105,3,106.034248352051
300,1,,5,55,2,2,1,,,,,111,111,,1,1,1,1,1,0,,,,,111,0,,,,,111,,2,10,0,3,"01",1,5000,1,0,24,,3,580000105,3,106.034248352051
300,1,,5,55,2,2,2,,,,,111,111,,2,0,1,1,3,0,,,,,111,0,,,,,111,,2,10,0,3,"02",1,5000,1,0,24,,3,580000105,3,106.034248352051
300,2,,5,55,2,2,1,,,,,111,111,,1,1,1,0,1,0,,,,,111,0,,,,,111,,1,,,1,"01",1,10000,0,0,4,,3,580000205,3,106.034248352051
300,3,,5,55,2,2,2,,,,,111,111,,2,0,1,1,3,1,,,,,111,0,,,,,111,,2,17,0,1,"01",1,5000,1,0,3,,2,580000305,3,106.034248352051
300,3,,5,55,2,2,3,,,,,111,111,,1,1,1,1,1,1,,,,,111,0,,,,,111,,2,17,0,1,"01",1,5000,1,0,12,,2,580000305,3,106.034248352051
300,3,,5,55,2,2,1,,,,,111,111,,3,0,1,1,3,0,,,,,111,0,,,,,111,,2,17,0,1,"01",1,5000,1,0,12,,2,580000305,3,106.034248352051
300,4,,5,55,2,2,1,,,1,,1,4,,1,1,1,1,1,0,,,,,111,0,,,,,111,,2,50,0,2,"01",2,,,0,1,0,3,580000405,3,106.034248352051
300,14,,5,55,2,2,1,,,,,1,2,,3,0,1,1,3,0,,,,,111,0,,,,,111,,2,17,0,1,"01",1,45000,1,0,4,,1,580001405,3,106.034248352051
300,14,,5,55,2,2,2,,,,,1,2,,3,1,1,1,2,0,,,,,111,0,,,,,111,,2,17,0,1,"01",1,45000,1,0,4,,3,580001405,3,106.034248352051
300,15,,5,55,2,2,1,,,,,1,2,,3,0,1,1,3,0,,,,,111,0,,,,,111,,2,17,0,1,"01",1,45000,1,0,3,,1,580001505,3,106.034248352051
300,15,,5,55,2,2,2,,,,,1,2,,3,1,1,1,3,0,,,,,111,0,,,,,111,,2,17,0,1,"01",1,45000,1,0,3,,1,580001505,3,106.034248352051
300,17,,5,55,2,2,1,555,14,1,,111,111,,1,1,1,0,1,1,,,,,,1,,,,,,,1,,,4,"01",2,,,0,3,,2,580001705,3,106.034248352051
301,2,,5,55,2,2,1,,,,,111,111,,1,1,1,1,1,1,,,,,111,0,,,,,111,,2,17,0,1,"01",1,2600,1,0,15,,2,580100205,3,106.034248352051
301,2,,5,55,2,2,2,,,,,111,111,,2,0,1,1,3,1,,,,,111,0,,,,,111,,2,17,0,1,"01",1,2600,1,0,15,,2,580100205,3,106.034248352051
301,3,,5,55,2,2,1,,,,,4,2,,1,1,1,1,1,0,,,,,111,0,,,,,111,,2,888,0,1,"01",1,2600,1,0,8,1,1,580100305,3,106.034248352051
301,6,,5,55,2,2,2,,,,,3,2,,3,0,1,1,6,0,,,,,111,0,,,,,111,,2,6,0,3,"01",1,8000,0,0,6,,1,580100605,3,106.034248352051
301,6,,5,55,2,2,1,,,,,2,3,,3,1,1,1,1,0,,,,,111,0,,,,,111,,1,,,3,"01",1,8000,0,0,6,,2,580100605,3,106.034248352051
301,10,,5,55,2,2,1,,,,,1,2,,3,1,1,1,1,0,,,,,111,0,,,,,111,,1,,,1,"01",1,30000,0,0,1,,2,580101005,3,106.034248352051
